Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00005","AAGAB","15","Alpha And Gamma Adaptin Binding Protein","None","ENSG00000103591","None","0.0380061","0.0597363","1.0","By_ingredient","0.1916"
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.27487","0.304302","1.0","By_ingredient","0.716"
"SMTT00017","ABCB11","2","ATP Binding Cassette Subfamily B Member 11","Bile Salt Export Pump","ENSG00000073734","O95342","0.0328555","0.0747006","1.0","By_ingredient","0.3029"
"SMTT00022","ABCC1","None","ATP binding cassette subfamily C member 1","Multidrug Resistance-associated Protein 1","ENSG00000103222","P33527","0.00349178","0.0315771","1.0","By_ingredient","0.738"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.00150762","0.0200731","1.0","By_ingredient","0.7068"
"SMTT00032","ABCG2","None","ATP binding cassette subfamily G member 2 (Junior blood group)","ATP-binding Cassette Sub-family G Member 2","ENSG00000118777","Q9UNQ0","0.10975","0.135066","1.0","By_ingredient","0.1431"
"SMTT00038","ACACA","17","Acetyl-CoA Carboxylase Alpha","Acetyl-CoA Carboxylase 1","ENSG00000278540","Q13085","0.00353349","0.0160937","1.0","By_ingredient","0.3468"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","0.0","0.0","0.0","By_ingredient","26.6601"
"SMTT00056","ACPP","None","acid phosphatase, prostate","Prostatic Acid Phosphatase","ENSG00000014257","P15309","0.126836","0.152558","1.0","By_ingredient","0.1797"
"SMTT00089","ADCY2","None","adenylate cyclase 2","Adenylate Cyclase Type 2","ENSG00000078295","Q08462","0.0191866","0.0383671","1.0","By_ingredient","0.1813"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","8.52398e-05","0.00130774","1.0","By_ingredient","3.5581"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.304465","0.334613","1.0","By_ingredient","1.4949"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.00507196","0.0287235","1.0","By_ingredient","2.4996"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.277243","0.306795","1.0","By_ingredient","4.4049"
"SMTT00129","AHR","None","aryl hydrocarbon receptor","Aryl Hydrocarbon Receptor","ENSG00000106546","P35869","0.00325873","0.0154175","1.0","By_ingredient","0.4822"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.00107597","0.00764421","1.0","By_ingredient","1.7811"
"SMTT00140","AKR1C1","None","aldo-keto reductase family 1 member C1","Aldo-keto Reductase Family 1 Member C1","ENSG00000187134","Q04828","0.0564653","0.0794309","1.0","By_ingredient","0.5254"
"SMTT00142","AKR1C3","None","aldo-keto reductase family 1 member C3","Aldo-keto Reductase Family 1 Member C3","ENSG00000196139","P42330","0.00723372","0.022749","1.0","By_ingredient","0.4967"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","1.24288e-07","1.62695e-05","0.0513953","By_ingredient","2.3649"
"SMTT00175","ALOX5","None","arachidonate 5-lipoxygenase","Arachidonate 5-lipoxygenase","ENSG00000012779","P09917","0.000220466","0.00572657","1.0","By_ingredient","1.4434"
"SMTT00177","ALPL","1","Alkaline Phosphatase, Liver/bone/kidney","Alkaline Phosphatase, Tissue-nonspecific Isozyme","ENSG00000162551","P05186","0.0189451","0.0601914","1.0","By_ingredient","0.3903"
"SMTT00226","APAF1","None","apoptotic peptidase activating factor 1","Apoptotic Protease-activating Factor 1","ENSG00000120868","O14727","0.0745713","0.0985321","1.0","By_ingredient","0.1696"
"SMTT00227","APC","5","APC, WNT Signaling Pathway Regulator","None","ENSG00000134982","None","0.0191866","0.0383671","1.0","By_ingredient","0.1647"
"SMTT00232","APOB","2","Apolipoprotein B","None","ENSG00000084674","None","0.0923308","0.11697","1.0","By_ingredient","0.1862"
"SMTT00238","APP","21","Amyloid Beta Precursor Protein","Amyloid Beta A4 Protein","ENSG00000142192","P05067","0.207484","0.235343","1.0","By_ingredient","0.3282"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","0.802565","0.823444","1.0","By_ingredient","15.4503"
