Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.136131","0.16203","1.0","By_ingredient","0.3801"
"SMTT00011","ABCA1","9","ATP Binding Cassette Subfamily A Member 1","ATP-binding Cassette Sub-family A Member 1","ENSG00000165029","O95477","0.0271154","0.0692226","1.0","By_ingredient","0.3222"
"SMTT00016","ABCB1","None","ATP binding cassette subfamily B member 1","Multidrug Resistance Protein 1","ENSG00000085563","P08183","0.121419","0.146976","1.0","By_ingredient","0.1519"
"SMTT00017","ABCB11","2","ATP Binding Cassette Subfamily B Member 11","Bile Salt Export Pump","ENSG00000073734","O95342","0.00808921","0.0437443","1.0","By_ingredient","0.3048"
"SMTT00034","ABCG8","2","ATP Binding Cassette Subfamily G Member 8","None","ENSG00000143921","None","0.0420789","0.0835884","1.0","By_ingredient","0.1793"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","9.49625e-27","2.5012e-23","3.92688e-21","By_ingredient","13.7799"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","2.86608e-06","0.00010891","0.253651","By_ingredient","2.977"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.0223531","0.0644327","1.0","By_ingredient","1.1276"
"SMTT00104","ADRA2B","2","Adrenoceptor Alpha 2B","Alpha-2B Adrenergic Receptor","ENSG00000274286","P18089","0.00963904","0.0469112","1.0","By_ingredient","0.9612"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.000577142","0.0110093","1.0","By_ingredient","1.9001"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.0102974","0.0478738","1.0","By_ingredient","3.0711"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.432441","0.464518","1.0","By_ingredient","0.3869"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","0.228193","0.256518","1.0","By_ingredient","0.1524"
"SMTT00175","ALOX5","None","arachidonate 5-lipoxygenase","Arachidonate 5-lipoxygenase","ENSG00000012779","P09917","0.184903","0.212019","1.0","By_ingredient","0.1412"
"SMTT00194","AMY2A","None","amylase, alpha 2A (pancreatic)","Pancreatic Alpha-amylase","ENSG00000243480","P04746","0.133316","0.159171","1.0","By_ingredient","0.2083"
"SMTT00356","BCHE","None","butyrylcholinesterase","Cholinesterase","ENSG00000114200","P06276","0.0301181","0.0510507","1.0","By_ingredient","1.0509"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","0.010289","0.0478364","1.0","By_ingredient","1.3541"
"SMTT00390","BMP4","14","Bone Morphogenetic Protein 4","Bone Morphogenetic Protein 4","ENSG00000125378","P12644","0.0202234","0.039534","1.0","By_ingredient","0.1896"
"SMTT00436","CA2","8","Carbonic Anhydrase 2","Carbonic Anhydrase 2","ENSG00000104267","P00918","0.00716595","0.041791","1.0","By_ingredient","5.9557"
"SMTT00440","CA9","None","carbonic anhydrase 9","Carbonic Anhydrase 9","ENSG00000107159","Q16790","0.0379841","0.0797053","1.0","By_ingredient","0.5265"
"SMTT00461","CALM3","19","Calmodulin 3","None","ENSG00000160014","None","0.930395","0.940536","1.0","By_ingredient","0.4964"
"SMTT00469","CAPN1","11","Calpain 1","Calpain-1 Catalytic Subunit","ENSG00000014216","P07384","0.00678675","0.0221146","1.0","By_ingredient","0.19"
"SMTT00480","CASP3","None","caspase 3","Caspase-3","ENSG00000164305","P42574","0.0210639","0.062802","1.0","By_ingredient","1.3"
