Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.335729","0.366693","1.0","By_ingredient","0.168"
"SMTT00017","ABCB11","2","ATP Binding Cassette Subfamily B Member 11","Bile Salt Export Pump","ENSG00000073734","O95342","0.00162424","0.0210867","1.0","By_ingredient","0.325"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.00496833","0.036011","1.0","By_ingredient","0.3628"
"SMTT00033","ABCG5","2","ATP Binding Cassette Subfamily G Member 5","None","ENSG00000138075","None","0.0223629","0.0644327","1.0","By_ingredient","0.1931"
"SMTT00034","ABCG8","2","ATP Binding Cassette Subfamily G Member 8","None","ENSG00000143921","None","0.0186704","0.0598415","1.0","By_ingredient","0.1908"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","0.000637364","0.011773","1.0","By_ingredient","3.7644"
"SMTT00058","ACSL1","None","acyl-CoA synthetase long chain family member 1","Long-chain-fatty-acid--CoA Ligase 1","ENSG00000151726","P33121","0.00428637","0.0176298","1.0","By_ingredient","0.1578"
"SMTT00059","ACSL4","X","Acyl-CoA Synthetase Long Chain Family Member 4","Long-chain-fatty-acid--CoA Ligase 4","ENSG00000068366","O60488","0.00428637","0.0176298","1.0","By_ingredient","0.1723"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","0.662187","0.690612","1.0","By_ingredient","0.5936"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.344353","0.375449","1.0","By_ingredient","0.7641"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.79547","0.81681","1.0","By_ingredient","0.5501"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.696861","0.723577","1.0","By_ingredient","1.1396"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.0494126","0.0718176","1.0","By_ingredient","0.6932"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","0.150737","0.176884","1.0","By_ingredient","0.5148"
"SMTT00147","ALAD","9","Aminolevulinate Dehydratase","Delta-aminolevulinic Acid Dehydratase","ENSG00000148218","P13716","0.0337869","0.0550024","1.0","By_ingredient","0.1595"
"SMTT00194","AMY2A","None","amylase, alpha 2A (pancreatic)","Pancreatic Alpha-amylase","ENSG00000243480","P04746","0.0863004","0.110767","1.0","By_ingredient","0.173"
"SMTT00283","ATF6","1","Activating Transcription Factor 6","Cyclic AMP-dependent Transcription Factor ATF-6 Alpha","ENSG00000118217","P18850","0.0442306","0.0857524","1.0","By_ingredient","0.2078"
"SMTT00356","BCHE","None","butyrylcholinesterase","Cholinesterase","ENSG00000114200","P06276","0.298698","0.328721","1.0","By_ingredient","0.3648"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","0.000835321","0.00639959","1.0","By_ingredient","0.8559"
"SMTT00420","C1QTNF5","11","C1q And TNF Related 5","None","ENSG00000223953","None","0.0223629","0.0644327","1.0","By_ingredient","0.1731"
"SMTT00436","CA2","8","Carbonic Anhydrase 2","Carbonic Anhydrase 2","ENSG00000104267","P00918","5.96229e-06","0.000388883","1.0","By_ingredient","5.1323"
"SMTT00461","CALM3","19","Calmodulin 3","None","ENSG00000160014","None","0.975643","0.980312","1.0","By_ingredient","0.1979"
