Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.0329428","0.0539984","1.0","By_ingredient","0.6922"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","2.76333e-10","7.57249e-08","0.000114269","By_ingredient","11.2884"
"SMTT00057","ACSF3","16","Acyl-CoA Synthetase Family Member 3","None","ENSG00000176715","None","0.0237351","0.0654039","1.0","By_ingredient","0.2246"
"SMTT00061","ACTA2","10","Actin, Alpha 2, Smooth Muscle, Aorta","Actin, Aortic Smooth Muscle","ENSG00000107796","P62736","0.0496303","0.0906103","1.0","By_ingredient","0.373"
"SMTT00069","ACVR1","2","Activin A Receptor Type 1","Activin Receptor Type-1","ENSG00000115170","Q04771","0.0353912","0.0768127","1.0","By_ingredient","0.2132"
"SMTT00076","ADAM17","2","ADAM Metallopeptidase Domain 17","Disintegrin And Metalloproteinase Domain-containing Protein 17","ENSG00000151694","P78536","0.00727734","0.0420097","1.0","By_ingredient","0.3482"
"SMTT00085","ADAR","1","Adenosine Deaminase, RNA Specific","None","ENSG00000160710","None","0.0237351","0.0654039","1.0","By_ingredient","0.2181"
"SMTT00098","ADK","10","Adenosine Kinase","Adenosine Kinase","ENSG00000156110","P55263","0.00727734","0.0420097","1.0","By_ingredient","0.3773"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","3.35796e-05","0.000677056","1.0","By_ingredient","2.7869"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.00194644","0.0190975","1.0","By_ingredient","1.9252"
"SMTT00104","ADRA2B","2","Adrenoceptor Alpha 2B","Alpha-2B Adrenergic Receptor","ENSG00000274286","P18089","4.83097e-05","0.00193691","1.0","By_ingredient","1.8523"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.00271647","0.0279556","1.0","By_ingredient","1.999"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.000421147","0.00394583","1.0","By_ingredient","4.8696"
"SMTT00108","ADSL","22","Adenylosuccinate Lyase","None","ENSG00000239900","None","0.0353912","0.0768127","1.0","By_ingredient","0.2303"
"SMTT00131","AIFM1","X","Apoptosis Inducing Factor Mitochondria Associated 1","Apoptosis-inducing Factor 1, Mitochondrial","ENSG00000156709","O95831","0.00483903","0.0355134","1.0","By_ingredient","0.4089"
"SMTT00132","AIMP1","4","Aminoacyl tRNA Synthetase Complex Interacting Multifunctional Protein 1","None","ENSG00000164022","None","0.01176","0.0501663","1.0","By_ingredient","0.3697"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.45851","0.490761","1.0","By_ingredient","0.856"
"SMTT00150","ALB","4","Albumin","Serum Albumin","ENSG00000163631","P02768","0.043799","0.0852942","1.0","By_ingredient","0.3581"
"SMTT00187","AMH","19","Anti-Mullerian Hormone","None","ENSG00000104899","None","0.0237351","0.0654039","1.0","By_ingredient","0.2116"
"SMTT00238","APP","21","Amyloid Beta Precursor Protein","Amyloid Beta A4 Protein","ENSG00000142192","P05067","0.0230228","0.0649931","1.0","By_ingredient","0.5056"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","0.998714","0.999506","1.0","By_ingredient","6.6195"
"SMTT00250","ARHGDIA","17","Rho GDP Dissociation Inhibitor Alpha","None","ENSG00000141522","None","0.00600128","0.0389497","1.0","By_ingredient","0.3802"
"SMTT00297","ATP5B","None","None","ATP Synthase Subunit Beta, Mitochondrial","None","P06576","0.0290721","0.0498514","1.0","By_ingredient","0.2114"
"SMTT00302","ATP6V1B1","2","ATPase H+ Transporting V1 Subunit B1","None","ENSG00000116039","None","0.0237351","0.0654039","1.0","By_ingredient","0.2439"
"SMTT00303","ATP6V1B2","8","ATPase H+ Transporting V1 Subunit B2","V-type Proton ATPase Subunit B, Brain Isoform","ENSG00000147416","P21281","0.0237351","0.0654039","1.0","By_ingredient","0.1881"
"SMTT00304","ATP7A","X","ATPase Copper Transporting Alpha","None","ENSG00000165240","None","0.0353912","0.0768127","1.0","By_ingredient","0.1926"
"SMTT00305","ATP7B","13","ATPase Copper Transporting Beta","None","ENSG00000123191","None","0.0469086","0.0882399","1.0","By_ingredient","0.1839"
"SMTT00307","ATP8A2","13","ATPase Phospholipid Transporting 8A2","None","ENSG00000132932","None","0.0119386","0.0501663","1.0","By_ingredient","0.2195"
