Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
SMTT00005,AAGAB,15,Alpha And Gamma Adaptin Binding Protein,None,ENSG00000103591,None,0.0252367,0.067052,1,By_ingredient,0.2001
SMTT00436,CA2,8,Carbonic Anhydrase 2,Carbonic Anhydrase 2,ENSG00000104267,P00918,0.000955979,0.0151858,1,By_ingredient,7.6652
SMTT02777,PTGS2,None,prostaglandin-endoperoxide synthase 2,Prostaglandin G/H Synthase 2,ENSG00000073756,P35354,0.000483754,0.00434405,1,By_ingredient,7.6004
SMTT02584,PIM1,None,"Pim-1 proto-oncogene, serine/threonine kinase",Serine/threonine-protein Kinase Pim-1,ENSG00000137193,P11309,0.000579531,0.0110438,1,By_ingredient,5.7761
SMTT00569,CDK2,None,cyclin dependent kinase 2,Cyclin-dependent Kinase 2,ENSG00000123374,P24941,0.00129496,0.0182871,1,By_ingredient,4.9581
SMTT00052,ACO2,22,Aconitase 2,"Aconitate Hydratase, Mitochondrial",ENSG00000100412,Q99798,0.0498393,0.0907186,1,By_ingredient,0.1905
SMTT00057,ACSF3,16,Acyl-CoA Synthetase Family Member 3,None,ENSG00000176715,None,0.0168957,0.0578254,1,By_ingredient,0.2066
SMTT00061,ACTA2,10,"Actin, Alpha 2, Smooth Muscle, Aorta","Actin, Aortic Smooth Muscle",ENSG00000107796,P62736,0.0266678,0.0508719,1,By_ingredient,0.3656
SMTT00069,ACVR1,2,Activin A Receptor Type 1,Activin Receptor Type-1,ENSG00000115170,Q04771,0.0252367,0.067052,1,By_ingredient,0.1961
SMTT02776,PTGS1,None,prostaglandin-endoperoxide synthase 1,Prostaglandin G/H Synthase 1,ENSG00000095303,P23219,0.000272285,0.00293897,1,By_ingredient,4.4086
SMTT00102,ADRA1A,None,adrenoceptor alpha 1A,Alpha-1A Adrenergic Receptor,ENSG00000120907,P35348,0.747492,0.771569,1,By_ingredient,0.8066
SMTT00105,ADRB1,None,adrenoceptor beta 1,Beta-1 Adrenergic Receptor,ENSG00000043591,P08588,0.846056,0.863606,1,By_ingredient,0.577
