Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.629019","0.658517","1.0","By_ingredient","0.1544"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.0507367","0.0733633","1.0","By_ingredient","0.1486"
"SMTT00037","ABL1","9","ABL Proto-oncogene 1, Non-receptor Tyrosine Kinase","Tyrosine-protein Kinase ABL1","ENSG00000097007","P00519","0.0300247","0.0718636","1.0","By_ingredient","0.3583"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","7.50917e-24","1.45783e-20","3.10518e-18","By_ingredient","11.8676"
"SMTT00071","ACVRL1","12","Activin A Receptor Like Type 1","Serine/threonine-protein Kinase Receptor R3","ENSG00000139567","P37023","0.0174285","0.058225","1.0","By_ingredient","0.1784"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","0.000611098","0.0114624","1.0","By_ingredient","2.0494"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.00237227","0.0257383","1.0","By_ingredient","1.5077"
"SMTT00104","ADRA2B","2","Adrenoceptor Alpha 2B","Alpha-2B Adrenergic Receptor","ENSG00000274286","P18089","0.037844","0.0794622","1.0","By_ingredient","0.8138"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.00769437","0.0433011","1.0","By_ingredient","1.4167"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.0477145","0.0889541","1.0","By_ingredient","2.3698"
"SMTT00129","AHR","None","aryl hydrocarbon receptor","Aryl Hydrocarbon Receptor","ENSG00000106546","P35869","0.00297435","0.0293383","1.0","By_ingredient","0.5774"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.0380647","0.0797235","1.0","By_ingredient","0.7291"
"SMTT00140","AKR1C1","None","aldo-keto reductase family 1 member C1","Aldo-keto Reductase Family 1 Member C1","ENSG00000187134","Q04828","3.21137e-05","0.00142899","1.0","By_ingredient","0.9543"
"SMTT00141","AKR1C2","10","Aldo-keto Reductase Family 1 Member C2","Aldo-keto Reductase Family 1 Member C2","ENSG00000151632","P52895","0.00906661","0.045761","1.0","By_ingredient","0.5566"
"SMTT00142","AKR1C3","None","aldo-keto reductase family 1 member C3","Aldo-keto Reductase Family 1 Member C3","ENSG00000196139","P42330","0.00552087","0.0378448","1.0","By_ingredient","0.5369"
"SMTT00175","ALOX5","None","arachidonate 5-lipoxygenase","Arachidonate 5-lipoxygenase","ENSG00000012779","P09917","0.0384131","0.0601476","1.0","By_ingredient","0.5183"
"SMTT00203","ANKRD11","16","Ankyrin Repeat Domain 11","None","ENSG00000167522","None","0.0087524","0.0449081","1.0","By_ingredient","0.1974"
"SMTT00214","ANTXR2","4","Anthrax Toxin Receptor 2","Anthrax Toxin Receptor 2","ENSG00000163297","P58335","0.0103587","0.0272241","1.0","By_ingredient","0.1637"
