Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.319279","0.349768","1.0","By_ingredient","0.3476"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.0590293","0.0821525","1.0","By_ingredient","0.1629"
"SMTT00032","ABCG2","None","ATP binding cassette subfamily G member 2 (Junior blood group)","ATP-binding Cassette Sub-family G Member 2","ENSG00000118777","Q9UNQ0","0.070412","0.094107","1.0","By_ingredient","0.1354"
"SMTT00038","ACACA","17","Acetyl-CoA Carboxylase Alpha","Acetyl-CoA Carboxylase 1","ENSG00000278540","Q13085","0.0590293","0.0821525","1.0","By_ingredient","0.158"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","1.078e-23","2.06376e-20","4.45772e-18","By_ingredient","14.144"
"SMTT00056","ACPP","None","acid phosphatase, prostate","Prostatic Acid Phosphatase","ENSG00000014257","P15309","0.0816576","0.105919","1.0","By_ingredient","0.1701"
"SMTT00061","ACTA2","10","Actin, Alpha 2, Smooth Muscle, Aorta","Actin, Aortic Smooth Muscle","ENSG00000107796","P62736","0.0437858","0.0852856","1.0","By_ingredient","0.4222"
"SMTT00062","ACTB","7","Actin Beta","Actin, Cytoplasmic 1","ENSG00000075624","P60709","0.0267892","0.0687437","1.0","By_ingredient","0.58"
"SMTT00085","ADAR","1","Adenosine Deaminase, RNA Specific","None","ENSG00000160710","None","0.0221414","0.0640589","1.0","By_ingredient","0.2375"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","2.28479e-05","0.000511308","1.0","By_ingredient","3.0242"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.0110294","0.0495377","1.0","By_ingredient","1.6262"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.0125346","0.0513281","1.0","By_ingredient","1.9754"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.00711526","0.0226325","1.0","By_ingredient","4.4617"
"SMTT00122","AGT","1","Angiotensinogen","Angiotensinogen","ENSG00000135744","P01019","0.0212434","0.0631334","1.0","By_ingredient","0.5619"
"SMTT00129","AHR","None","aryl hydrocarbon receptor","Aryl Hydrocarbon Receptor","ENSG00000106546","P35869","0.000477296","0.00659426","1.0","By_ingredient","0.6494"
"SMTT00132","AIMP1","4","Aminoacyl tRNA Synthetase Complex Interacting Multifunctional Protein 1","None","ENSG00000164022","None","0.010289","0.0478364","1.0","By_ingredient","0.4093"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.636519","0.665738","1.0","By_ingredient","0.5395"
"SMTT00142","AKR1C3","None","aldo-keto reductase family 1 member C3","Aldo-keto Reductase Family 1 Member C3","ENSG00000196139","P42330","0.0816576","0.105919","1.0","By_ingredient","0.3261"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","0.0770788","0.101073","1.0","By_ingredient","0.8357"
