Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00341","BAD","None","BCL2 associated agonist of cell death","Bcl2-associated Agonist Of Cell Death","ENSG00000002330","Q92934","0.00483352","0.0354867","1.0","By_ingredient","0.4268"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","0.0256872","0.0673619","1.0","By_ingredient","0.7953"
"SMTT00576","CDKL5","X","Cyclin Dependent Kinase Like 5","None","ENSG00000008086","None","0.00522073","0.0368716","1.0","By_ingredient","0.2495"
"SMTT00721","COL1A1","17","Collagen Type I Alpha 1 Chain","Collagen Alpha-1(I) Chain","ENSG00000108821","P02452","0.013608","0.0530178","1.0","By_ingredient","0.3676"
"SMTT01043","DYRK1A","21","Dual Specificity Tyrosine Phosphorylation Regulated Kinase 1A","Dual Specificity Tyrosine-phosphorylation-regulated Kinase 1A","ENSG00000157540","Q13627","0.0207211","0.0622269","1.0","By_ingredient","0.2374"
"SMTT01491","GSTP1","None","glutathione S-transferase pi 1","Glutathione S-transferase P","ENSG00000084207","P09211","0.0313478","0.0732136","1.0","By_ingredient","0.3422"
"SMTT01553","HK1","10","Hexokinase 1","Hexokinase-1","ENSG00000156515","P19367","0.00522073","0.0368716","1.0","By_ingredient","0.2027"
"SMTT01567","HMGCR","None","3-hydroxy-3-methylglutaryl-CoA reductase","3-hydroxy-3-methylglutaryl-coenzyme A Reductase","ENSG00000113161","P04035","0.0203269","0.061626","1.0","By_ingredient","0.3872"
"SMTT01652","IFNG","None","interferon gamma","Interferon Gamma","ENSG00000111537","P01579","0.0271153","0.0692226","1.0","By_ingredient","0.4316"
"SMTT01756","ITGB2","21","Integrin Subunit Beta 2","Integrin Beta-2","ENSG00000160255","P05107","0.041016","0.0826826","1.0","By_ingredient","0.1734"
"SMTT02495","PCYT1A","3","Phosphate Cytidylyltransferase 1, Choline, Alpha","Choline-phosphate Cytidylyltransferase A","ENSG00000161217","P49585","0.0155812","0.0560958","1.0","By_ingredient","0.2082"
"SMTT03127","SLC22A5","5","Solute Carrier Family 22 Member 5","Solute Carrier Family 22 Member 5","ENSG00000197375","O76082","0.0207211","0.0622269","1.0","By_ingredient","0.1821"
"SMTT03320","STAT4","2","Signal Transducer And Activator Of Transcription 4","None","ENSG00000138378","None","0.0207211","0.0622269","1.0","By_ingredient","0.1989"
"SMTT03582","TRPA1","8","Transient Receptor Potential Cation Channel Subfamily A Member 1","Transient Receptor Potential Cation Channel Subfamily A Member 1","ENSG00000104321","O75762","0.0241069","0.0657746","1.0","By_ingredient","0.4799"
"SMTT03585","TRPM1","15","Transient Receptor Potential Cation Channel Subfamily M Member 1","None","ENSG00000134160","None","0.0207211","0.0622269","1.0","By_ingredient","0.266"
"SMTT03586","TRPM4","19","Transient Receptor Potential Cation Channel Subfamily M Member 4","None","ENSG00000130529","None","0.0258345","0.0675885","1.0","By_ingredient","0.293"
"SMTT03591","TRPV3","17","Transient Receptor Potential Cation Channel Subfamily V Member 3","Transient Receptor Potential Cation Channel Subfamily V Member 3","ENSG00000167723","Q8NET8","0.00271715","0.0279598","1.0","By_ingredient","0.5014"
"SMTT03883","CHI3L1","1","Chitinase 3 Like 1","None","ENSG00000133048","P36222","0.041016","0.0826826","1.0","By_ingredient","0.2002"
"SMTT03893","DIO1","1","Iodothyronine Deiodinase 1","None","ENSG00000211452","P49895","0.0460241","0.0874222","1.0","By_ingredient","0.1808"
"SMTT03910","AMY1C","1","Amylase, Alpha 1C (salivary)","None","ENSG00000187733","P04745","0.0104144","0.0481631","1.0","By_ingredient","0.2416"
"SMTT03927","HAS2","8","Hyaluronan Synthase 2","None","ENSG00000170961","Q92819","0.00236293","0.0257383","1.0","By_ingredient","0.3626"
"SMTT04058","TRPM2","21","Transient Receptor Potential Cation Channel Subfamily M Member 2","None","ENSG00000142185","O94759","0.0359818","0.0774592","1.0","By_ingredient","0.2584"
"SMTT04141","KATNA1","6","Katanin Catalytic Subunit A1","None","ENSG00000186625","O75449","0.0104144","0.0481631","1.0","By_ingredient","0.2296"
"SMTT04245","GUSBP1","5","Glucuronidase, Beta Pseudogene 1","None","ENSG00000183666","Q15486","0.0258345","0.0675885","1.0","By_ingredient","0.214"
"SMTT05232","CAR","None","None","None","None","None","0.00522073","0.0368716","1.0","By_ingredient","0.2456"
"SMTT06007","DERL2","None","derlin 2","None","ENSG00000072849","None","0.00522073","0.0368716","1.0","By_ingredient","0.2664"
"SMTT08308","MRP2","None","None","None","None","None","0.00522073","0.0368716","1.0","By_ingredient","0.2508"
"SMTT10177","S100A8","None","S100 calcium binding protein A8","None","ENSG00000143546","None","0.0258345","0.0675885","1.0","By_ingredient","0.186"
"SMTT11489","TRPM3","None","transient receptor potential cation channel subfamily M member 3","None","ENSG00000083067","None","0.0258345","0.0675885","1.0","By_ingredient","0.2618"
"SMTT11490","TRPM5","None","transient receptor potential cation channel subfamily M member 5","None","ENSG00000070985","None","0.0258345","0.0675885","1.0","By_ingredient","0.2654"
"SMTT11491","TRPM7","None","transient receptor potential cation channel subfamily M member 7","None","ENSG00000092439","None","0.0460241","0.0874222","1.0","By_ingredient","0.2424"
