Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.749738","0.773752","1.0","By_ingredient","0.1976"
"SMTT00016","ABCB1","None","ATP binding cassette subfamily B member 1","Multidrug Resistance Protein 1","ENSG00000085563","P08183","0.241572","0.270261","1.0","By_ingredient","0.3516"
"SMTT00022","ABCC1","None","ATP binding cassette subfamily C member 1","Multidrug Resistance-associated Protein 1","ENSG00000103222","P33527","0.0427025","0.064705","1.0","By_ingredient","0.1745"
"SMTT00032","ABCG2","None","ATP binding cassette subfamily G member 2 (Junior blood group)","ATP-binding Cassette Sub-family G Member 2","ENSG00000118777","Q9UNQ0","0.0835876","0.107917","1.0","By_ingredient","0.1524"
"SMTT00038","ACACA","17","Acetyl-CoA Carboxylase Alpha","Acetyl-CoA Carboxylase 1","ENSG00000278540","Q13085","0.0701564","0.0938695","1.0","By_ingredient","0.1779"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","2.57953e-09","4.0573e-07","0.00022802","By_ingredient","10.5614"
"SMTT00056","ACPP","None","acid phosphatase, prostate","Prostatic Acid Phosphatase","ENSG00000014257","P15309","0.0968256","0.121608","1.0","By_ingredient","0.1915"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","0.348001","0.379118","1.0","By_ingredient","2.0134"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.918599","0.929958","1.0","By_ingredient","0.7717"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.611611","0.641525","1.0","By_ingredient","1.158"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","5.94846e-08","5.4437e-06","0.00525861","By_ingredient","7.6624"
"SMTT00129","AHR","None","aryl hydrocarbon receptor","Aryl Hydrocarbon Receptor","ENSG00000106546","P35869","0.0218224","0.041379","1.0","By_ingredient","0.3233"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.337528","0.368531","1.0","By_ingredient","1.0339"
"SMTT00140","AKR1C1","None","aldo-keto reductase family 1 member C1","Aldo-keto Reductase Family 1 Member C1","ENSG00000187134","Q04828","0.0427025","0.064705","1.0","By_ingredient","0.377"
"SMTT00142","AKR1C3","None","aldo-keto reductase family 1 member C3","Aldo-keto Reductase Family 1 Member C3","ENSG00000196139","P42330","0.0373216","0.0790177","1.0","By_ingredient","0.6006"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","0.00187202","0.0122099","1.0","By_ingredient","1.4927"
"SMTT00175","ALOX5","None","arachidonate 5-lipoxygenase","Arachidonate 5-lipoxygenase","ENSG00000012779","P09917","3.81585e-06","0.000135696","0.337612","By_ingredient","1.0403"
"SMTT00194","AMY2A","None","amylase, alpha 2A (pancreatic)","Pancreatic Alpha-amylase","ENSG00000243480","P04746","0.26334","0.292504","1.0","By_ingredient","0.2078"
"SMTT00232","APOB","2","Apolipoprotein B","None","ENSG00000084674","None","0.0701564","0.0938695","1.0","By_ingredient","0.1974"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","4.67825e-37","1.88008e-33","4.13618e-32","By_ingredient","21.6208"
"SMTT00282","ATF2","None","activating transcription factor 2","Cyclic AMP-dependent Transcription Factor ATF-2","ENSG00000115966","P15336","0.0835876","0.107917","1.0","By_ingredient","0.1643"
"SMTT00297","ATP5B","None","None","ATP Synthase Subunit Beta, Mitochondrial","None","P06576","0.0565289","0.0795052","1.0","By_ingredient","0.2407"
"SMTT00341","BAD","None","BCL2 associated agonist of cell death","Bcl2-associated Agonist Of Cell Death","ENSG00000002330","Q92934","0.122733","0.148349","1.0","By_ingredient","0.1579"
"SMTT00356","BCHE","None","butyrylcholinesterase","Cholinesterase","ENSG00000114200","P06276","9.14726e-05","0.00136958","1.0","By_ingredient","3.4845"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","0.00298528","0.01479","1.0","By_ingredient","1.7469"
"SMTT00362","BCL2L1","None","BCL2 like 1","Bcl-2-like Protein 1","ENSG00000171552","Q07817","0.0776559","0.101673","1.0","By_ingredient","0.2941"
"SMTT00380","BIRC5","None","baculoviral IAP repeat containing 5","Baculoviral IAP Repeat-containing Protein 5","ENSG00000089685","O15392","0.0244995","0.0445103","1.0","By_ingredient","0.5129"
"SMTT00389","BMP2","20","Bone Morphogenetic Protein 2","None","ENSG00000125845","None","0.0451974","0.0867318","1.0","By_ingredient","0.3605"
"SMTT00390","BMP4","14","Bone Morphogenetic Protein 4","Bone Morphogenetic Protein 4","ENSG00000125378","P12644","0.0427025","0.064705","1.0","By_ingredient","0.1873"
"SMTT00434","CA1","None","carbonic anhydrase 1","Carbonic Anhydrase 1","ENSG00000133742","P00915","0.241572","0.270261","1.0","By_ingredient","0.2117"
"SMTT00436","CA2","8","Carbonic Anhydrase 2","Carbonic Anhydrase 2","ENSG00000104267","P00918","1.07184e-18","1.14529e-15","4.43228e-13","By_ingredient","19.3493"
"SMTT00461","CALM3","19","Calmodulin 3","None","ENSG00000160014","None","3.34668e-40","1.64485e-36","2.96073e-35","By_ingredient","11.0177"
"SMTT00469","CAPN1","11","Calpain 1","Calpain-1 Catalytic Subunit","ENSG00000014216","P07384","0.014441","0.0327417","1.0","By_ingredient","0.1886"
