Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.184429","0.211547","1.0","By_ingredient","0.5408"
"SMTT00017","ABCB11","2","ATP Binding Cassette Subfamily B Member 11","Bile Salt Export Pump","ENSG00000073734","O95342","0.037479","0.0792187","1.0","By_ingredient","0.3959"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.0164724","0.0572523","1.0","By_ingredient","0.5441"
"SMTT00049","ACE","17","Angiotensin I Converting Enzyme","Angiotensin-converting Enzyme","ENSG00000159640","P12821","0.0608206","0.0840512","1.0","By_ingredient","0.1899"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","0.0","0.0","0.0","By_ingredient","28.0789"
"SMTT00062","ACTB","7","Actin Beta","Actin, Cytoplasmic 1","ENSG00000075624","P60709","0.0308858","0.0518252","1.0","By_ingredient","0.4005"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","2.73221e-06","0.000104994","0.241277","By_ingredient","4.5455"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.0343427","0.0557104","1.0","By_ingredient","2.246"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.00415019","0.0190193","1.0","By_ingredient","2.854"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.131795","0.157625","1.0","By_ingredient","5.4967"
"SMTT00129","AHR","None","aryl hydrocarbon receptor","Aryl Hydrocarbon Receptor","ENSG00000106546","P35869","0.222034","0.250231","1.0","By_ingredient","0.1829"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.371281","0.402608","1.0","By_ingredient","1.2005"
"SMTT00142","AKR1C3","None","aldo-keto reductase family 1 member C3","Aldo-keto Reductase Family 1 Member C3","ENSG00000196139","P42330","0.0446355","0.0862047","1.0","By_ingredient","0.6458"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","0.449339","0.481528","1.0","By_ingredient","0.5087"
"SMTT00147","ALAD","9","Aminolevulinate Dehydratase","Delta-aminolevulinic Acid Dehydratase","ENSG00000148218","P13716","0.0291508","0.0710566","1.0","By_ingredient","0.3949"
"SMTT00148","ALAS1","None","5'-aminolevulinate synthase 1","5-aminolevulinate Synthase, Nonspecific, Mitochondrial","ENSG00000023330","P13196","0.0608206","0.0840512","1.0","By_ingredient","0.1857"
