Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.338963","0.369986","1.0","By_ingredient","0.1973"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","2.29302e-27","6.40682e-24","9.48209e-22","By_ingredient","8.3412"
"SMTT00076","ADAM17","2","ADAM Metallopeptidase Domain 17","Disintegrin And Metalloproteinase Domain-containing Protein 17","ENSG00000151694","P78536","0.0402131","0.0818553","1.0","By_ingredient","0.178"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","1.6356e-05","0.000402508","1.0","By_ingredient","1.6578"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.125858","0.151553","1.0","By_ingredient","0.4779"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.212154","0.240088","1.0","By_ingredient","0.6363"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.517924","0.549925","1.0","By_ingredient","1.0672"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.303401","0.333531","1.0","By_ingredient","0.3872"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","6.67979e-06","0.000423134","1.0","By_ingredient","6.0231"
"SMTT00307","ATP8A2","13","ATPase Phospholipid Transporting 8A2","None","ENSG00000132932","None","0.00372361","0.0322063","1.0","By_ingredient","0.2406"
"SMTT00356","BCHE","None","butyrylcholinesterase","Cholinesterase","ENSG00000114200","P06276","0.672316","0.700302","1.0","By_ingredient","0.1969"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","0.347569","0.378685","1.0","By_ingredient","0.3193"
"SMTT00436","CA2","8","Carbonic Anhydrase 2","Carbonic Anhydrase 2","ENSG00000104267","P00918","5.13076e-05","0.00202758","1.0","By_ingredient","3.9062"
"SMTT00461","CALM3","19","Calmodulin 3","None","ENSG00000160014","None","0.886936","0.901181","1.0","By_ingredient","0.1645"
"SMTT00537","CD274","None","CD274 molecule","Programmed Cell Death 1 Ligand 1","ENSG00000120217","Q9NZQ7","0.0366245","0.078201","1.0","By_ingredient","0.1922"
"SMTT00538","CD28","2","CD28 Molecule","None","ENSG00000178562","None","0.0148123","0.0549766","1.0","By_ingredient","0.186"
"SMTT00552","CD80","None","CD80 molecule","T-lymphocyte Activation Antigen CD80","ENSG00000121594","P33681","0.0402131","0.0818553","1.0","By_ingredient","0.205"
"SMTT00580","CDKN2A","9","Cyclin Dependent Kinase Inhibitor 2A","None","ENSG00000147889","None","0.0294074","0.0713357","1.0","By_ingredient","0.1871"
"SMTT00636","CHRM1","None","cholinergic receptor muscarinic 1","Muscarinic Acetylcholine Receptor M1","ENSG00000168539","P11229","4.2408e-17","3.72325e-14","1.75365e-11","By_ingredient","5.0106"
"SMTT00637","CHRM3","1","Cholinergic Receptor Muscarinic 3","Muscarinic Acetylcholine Receptor M3","ENSG00000133019","P20309","1.15258e-12","5.33722e-10","4.76614e-07","By_ingredient","3.8642"
"SMTT00639","CHRNA2","8","Cholinergic Receptor Nicotinic Alpha 2 Subunit","Neuronal Acetylcholine Receptor Subunit Alpha-2","ENSG00000120903","Q15822","4.715e-05","0.0019059","1.0","By_ingredient","1.0407"
