Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.711298","0.737405","1.0","By_ingredient","0.3319"
"SMTT00017","ABCB11","2","ATP Binding Cassette Subfamily B Member 11","Bile Salt Export Pump","ENSG00000073734","O95342","0.0214918","0.0635209","1.0","By_ingredient","0.2858"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.0631538","0.0863614","1.0","By_ingredient","0.3135"
"SMTT00032","ABCG2","None","ATP binding cassette subfamily G member 2 (Junior blood group)","ATP-binding Cassette Sub-family G Member 2","ENSG00000118777","Q9UNQ0","0.0752995","0.0993019","1.0","By_ingredient","None"
"SMTT00041","ACADM","1","Acyl-CoA Dehydrogenase Medium Chain","Medium-chain Specific Acyl-CoA Dehydrogenase, Mitochondrial","ENSG00000117054","P11310","0.025755","0.0460363","1.0","By_ingredient","0.2223"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","1.21796e-22","2.15236e-19","5.03651e-17","By_ingredient","16.273"
"SMTT00058","ACSL1","None","acyl-CoA synthetase long chain family member 1","Long-chain-fatty-acid--CoA Ligase 1","ENSG00000151726","P33121","0.0129612","0.030654","1.0","By_ingredient","0.3829"
"SMTT00059","ACSL4","X","Acyl-CoA Synthetase Long Chain Family Member 4","Long-chain-fatty-acid--CoA Ligase 4","ENSG00000068366","O60488","0.0129612","0.030654","1.0","By_ingredient","0.1826"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","5.32443e-06","0.000174984","0.470182","By_ingredient","3.2972"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.00755554","0.029443","1.0","By_ingredient","1.8025"
