Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
SMTT00005,AAGAB,15,Alpha And Gamma Adaptin Binding Protein,None,ENSG00000103591,None,0.0164652,0.0349301,1,By_ingredient,0.2094
SMTT00017,ABCB11,2,ATP Binding Cassette Subfamily B Member 11,Bile Salt Export Pump,ENSG00000073734,O95342,0.0128499,0.051746,1,By_ingredient,0.3328
SMTT02747,PRSS1,7,Serine Protease 1,Trypsin-1,ENSG00000204983,P07477,4.61E-10,1.19E-07,0.000190817,By_ingredient,15.3184
SMTT00038,ACACA,17,Acetyl-CoA Carboxylase Alpha,Acetyl-CoA Carboxylase 1,ENSG00000278540,Q13085,0.0406592,0.0624805,1,By_ingredient,0.1966
SMTT06129,DPP4,None,dipeptidyl peptidase 4,None,ENSG00000197635,None,1.39E-13,7.46E-11,5.76E-08,By_ingredient,15.1829
SMTT00089,ADCY2,None,adenylate cyclase 2,Adenylate Cyclase Type 2,ENSG00000078295,Q08462,0.0429029,0.0844673,1,By_ingredient,0.1931
SMTT00102,ADRA1A,None,adrenoceptor alpha 1A,Alpha-1A Adrenergic Receptor,ENSG00000120907,P35348,0.0704616,0.0941647,1,By_ingredient,1.6573
SMTT00103,ADRA2A,None,adrenoceptor alpha 2A,Alpha-2A Adrenergic Receptor,ENSG00000150594,P08913,0.208856,0.236711,1,By_ingredient,1.3294
SMTT00105,ADRB1,None,adrenoceptor beta 1,Beta-1 Adrenergic Receptor,ENSG00000043591,P08588,0.358548,0.389883,1,By_ingredient,1.2516
SMTT00106,ADRB2,None,adrenoceptor beta 2,Beta-2 Adrenergic Receptor,ENSG00000169252,P07550,0.0694426,0.0931028,1,By_ingredient,3.1392
SMTT02777,PTGS2,None,prostaglandin-endoperoxide synthase 2,Prostaglandin G/H Synthase 2,ENSG00000073756,P35354,9.70E-16,5.72E-13,8.57E-11,By_ingredient,15.0463
SMTT00139,AKR1B1,None,aldo-keto reductase family 1 member B,Aldose Reductase,ENSG00000085662,P15121,0.0210149,0.0627405,1,By_ingredient,1.0331
SMTT00140,AKR1C1,None,aldo-keto reductase family 1 member C1,Aldo-keto Reductase Family 1 Member C1,ENSG00000187134,Q04828,0.0107573,0.0490999,1,By_ingredient,0.6823
SMTT00436,CA2,8,Carbonic Anhydrase 2,Carbonic Anhydrase 2,ENSG00000104267,P00918,2.59E-15,1.77E-12,1.07E-09,By_ingredient,13.8216
SMTT00143,AKR1D1,7,Aldo-keto Reductase Family 1 Member D1,3-oxo-5-beta-steroid 4-dehydrogenase,ENSG00000122787,P51857,0.0279161,0.0701237,1,By_ingredient,0.5343
SMTT01141,ESR1,6,Estrogen Receptor 1,Estrogen Receptor,ENSG00000091831,P03372,1.97E-08,3.29E-06,0.00813501,By_ingredient,12.9479
SMTT00175,ALOX5,None,arachidonate 5-lipoxygenase,Arachidonate 5-lipoxygenase,ENSG00000012779,P09917,0.220586,0.248704,1,By_ingredient,0.4231
