Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00001","A2M","12","Alpha-2-macroglobulin","Alpha-2-macroglobulin","ENSG00000175899","P01023","0.0284035","0.0706379","1.0","By_ingredient","0.1884"
"SMTT00002","A2ML1","12","Alpha-2-macroglobulin Like 1","None","ENSG00000166535","None","0.0190261","0.0602821","1.0","By_ingredient","0.2044"
"SMTT00006","AANAT","None","aralkylamine N-acetyltransferase","Serotonin N-acetyltransferase","ENSG00000129673","Q16613","0.0118038","0.0289767","1.0","By_ingredient","0.2264"
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.00231149","0.0132173","1.0","By_ingredient","0.9003"
"SMTT00016","ABCB1","None","ATP binding cassette subfamily B member 1","Multidrug Resistance Protein 1","ENSG00000085563","P08183","0.106717","0.131928","1.0","By_ingredient","0.3351"
"SMTT00032","ABCG2","None","ATP binding cassette subfamily G member 2 (Junior blood group)","ATP-binding Cassette Sub-family G Member 2","ENSG00000118777","Q9UNQ0","0.0349986","0.0563379","1.0","By_ingredient","0.1493"
"SMTT00037","ABL1","9","ABL Proto-oncogene 1, Non-receptor Tyrosine Kinase","Tyrosine-protein Kinase ABL1","ENSG00000097007","P00519","0.00318267","0.0302801","1.0","By_ingredient","0.5578"
"SMTT00038","ACACA","17","Acetyl-CoA Carboxylase Alpha","Acetyl-CoA Carboxylase 1","ENSG00000278540","Q13085","0.029251","0.0500669","1.0","By_ingredient","0.1742"
"SMTT00049","ACE","17","Angiotensin I Converting Enzyme","Angiotensin-converting Enzyme","ENSG00000159640","P12821","0.00053136","0.0104493","1.0","By_ingredient","0.5638"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","0.0353258","0.0567376","1.0","By_ingredient","4.9363"
"SMTT00056","ACPP","None","acid phosphatase, prostate","Prostatic Acid Phosphatase","ENSG00000014257","P15309","0.0407125","0.062542","1.0","By_ingredient","0.1876"
"SMTT00060","ACTA1","1","Actin, Alpha 1, Skeletal Muscle","Actin, Alpha Skeletal Muscle","ENSG00000143632","P68133","0.000360605","0.00797207","1.0","By_ingredient","0.5302"
"SMTT00061","ACTA2","10","Actin, Alpha 2, Smooth Muscle, Aorta","Actin, Aortic Smooth Muscle","ENSG00000107796","P62736","0.00289493","0.0289224","1.0","By_ingredient","0.5298"
"SMTT00062","ACTB","7","Actin Beta","Actin, Cytoplasmic 1","ENSG00000075624","P60709","0.00132652","0.0185519","1.0","By_ingredient","0.6923"
"SMTT00063","ACTC1","15","Actin, Alpha, Cardiac Muscle 1","None","ENSG00000159251","None","0.000290531","0.00691534","1.0","By_ingredient","0.5418"
"SMTT00064","ACTG1","17","Actin Gamma 1","Actin, Cytoplasmic 2","ENSG00000184009","P63261","0.000360605","0.00797207","1.0","By_ingredient","0.5194"
"SMTT00065","ACTG2","2","Actin, Gamma 2, Smooth Muscle, Enteric","None","ENSG00000163017","None","0.000360605","0.00797207","1.0","By_ingredient","0.5495"
"SMTT00072","ACY1","3","Aminoacylase 1","Aminoacylase-1","ENSG00000243989","Q03154","0.00185149","0.0226069","1.0","By_ingredient","0.3592"
"SMTT00073","ADA","20","Adenosine Deaminase","Adenosine Deaminase","ENSG00000196839","P00813","9.85314e-05","0.00324555","1.0","By_ingredient","0.5751"
"SMTT00074","ADA2","22","Adenosine Deaminase 2","None","ENSG00000093072","None","8.5075e-06","0.000508699","1.0","By_ingredient","0.5596"
"SMTT00079","ADAMTS13","9","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 13","None","ENSG00000160323","None","0.0376916","0.0793655","1.0","By_ingredient","0.2003"
"SMTT00085","ADAR","1","Adenosine Deaminase, RNA Specific","None","ENSG00000160710","None","9.10023e-05","0.00306443","1.0","By_ingredient","0.393"
"SMTT00086","ADAT3","19","Adenosine Deaminase, tRNA Specific 3","None","ENSG00000213638","None","0.0468913","0.0882399","1.0","By_ingredient","0.1905"
"SMTT00098","ADK","10","Adenosine Kinase","Adenosine Kinase","ENSG00000156110","P55263","0.000134524","0.00407202","1.0","By_ingredient","0.5287"
"SMTT00100","ADORA2A","None","adenosine A2a receptor","Adenosine Receptor A2a","ENSG00000128271","P29274","0.0108742","0.0494015","1.0","By_ingredient","0.4387"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","0.604434","0.634539","1.0","By_ingredient","1.2947"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.0373912","0.0790739","1.0","By_ingredient","1.9005"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.00452414","0.0348284","1.0","By_ingredient","2.0036"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.0127005","0.0303054","1.0","By_ingredient","3.8735"
"SMTT00107","ADRB3","None","adrenoceptor beta 3","Beta-3 Adrenergic Receptor","ENSG00000188778","P13945","0.000685667","0.0124407","1.0","By_ingredient","0.6757"
"SMTT00113","AGA","4","Aspartylglucosaminidase","None","ENSG00000038002","None","0.0190261","0.0602821","1.0","By_ingredient","0.1763"
"SMTT00114","AGBL1","15","ATP/GTP Binding Protein Like 1","None","ENSG00000273540","None","0.00245311","0.026213","1.0","By_ingredient","0.4524"
"SMTT00115","AGBL5","2","ATP/GTP Binding Protein Like 5","None","ENSG00000084693","None","0.00245311","0.026213","1.0","By_ingredient","0.4381"
"SMTT00122","AGT","1","Angiotensinogen","Angiotensinogen","ENSG00000135744","P01019","0.014225","0.0538287","1.0","By_ingredient","0.4732"
"SMTT00124","AGTR2","X","Angiotensin II Receptor Type 2","Type-2 Angiotensin II Receptor","ENSG00000180772","P50052","0.00967772","0.046918","1.0","By_ingredient","0.4426"
"SMTT00126","AHCY","20","Adenosylhomocysteinase","Adenosylhomocysteinase","ENSG00000101444","P23526","9.85314e-05","0.00324555","1.0","By_ingredient","0.5676"
"SMTT00129","AHR","None","aryl hydrocarbon receptor","Aryl Hydrocarbon Receptor","ENSG00000106546","P35869","0.000106982","0.00152878","1.0","By_ingredient","0.4577"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","9.83478e-06","0.000277919","0.868775","By_ingredient","2.0616"
"SMTT00140","AKR1C1","None","aldo-keto reductase family 1 member C1","Aldo-keto Reductase Family 1 Member C1","ENSG00000187134","Q04828","0.0176538","0.0365123","1.0","By_ingredient","0.2046"
"SMTT00142","AKR1C3","None","aldo-keto reductase family 1 member C3","Aldo-keto Reductase Family 1 Member C3","ENSG00000196139","P42330","0.0407125","0.062542","1.0","By_ingredient","0.1725"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","0.000695719","0.00951818","1.0","By_ingredient","1.2587"
"SMTT00147","ALAD","9","Aminolevulinate Dehydratase","Delta-aminolevulinic Acid Dehydratase","ENSG00000148218","P13716","0.00767687","0.0432179","1.0","By_ingredient","0.34"
"SMTT00150","ALB","4","Albumin","Serum Albumin","ENSG00000163631","P02768","0.0176538","0.0365123","1.0","By_ingredient","0.5575"
"SMTT00175","ALOX5","None","arachidonate 5-lipoxygenase","Arachidonate 5-lipoxygenase","ENSG00000012779","P09917","8.43605e-07","4.30674e-05","0.0745927","By_ingredient","1.0157"
"SMTT00188","AMHR2","12","Anti-Mullerian Hormone Receptor Type 2","Anti-Muellerian Hormone Type-2 Receptor","ENSG00000135409","Q16671","0.0284035","0.0706379","1.0","By_ingredient","0.1854"
"SMTT00191","AMPD1","1","Adenosine Monophosphate Deaminase 1","None","ENSG00000116748","None","0.00245311","0.026213","1.0","By_ingredient","0.3463"
"SMTT00192","AMPD2","1","Adenosine Monophosphate Deaminase 2","None","ENSG00000116337","None","0.00389306","0.032859","1.0","By_ingredient","0.3493"
"SMTT00193","AMT","3","Aminomethyltransferase","Aminomethyltransferase, Mitochondrial","ENSG00000145020","P48728","0.0284035","0.0706379","1.0","By_ingredient","0.186"
"SMTT00194","AMY2A","None","amylase, alpha 2A (pancreatic)","Pancreatic Alpha-amylase","ENSG00000243480","P04746","0.00967772","0.046918","1.0","By_ingredient","0.5629"
"SMTT00226","APAF1","None","apoptotic peptidase activating factor 1","Apoptotic Protease-activating Factor 1","ENSG00000120868","O14727","0.0185347","0.0433803","1.0","By_ingredient","0.3607"
"SMTT00232","APOB","2","Apolipoprotein B","None","ENSG00000084674","None","0.00289493","0.0289224","1.0","By_ingredient","0.5719"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","0.00603621","0.0208237","1.0","By_ingredient","7.5036"
"SMTT00272","ASL","7","Argininosuccinate Lyase","Argininosuccinate Lyase","ENSG00000126522","P04424","0.0284035","0.0706379","1.0","By_ingredient","0.1846"
"SMTT00297","ATP5B","None","None","ATP Synthase Subunit Beta, Mitochondrial","None","P06576","8.04889e-07","4.15815e-05","0.0711459","By_ingredient","0.6413"
"SMTT00324","AVP","20","Arginine Vasopressin","None","ENSG00000101200","None","0.0169554","0.0579672","1.0","By_ingredient","0.3834"
"SMTT00325","AVPR2","X","Arginine Vasopressin Receptor 2","Vasopressin V2 Receptor","ENSG00000126895","P30518","0.0463401","0.0877035","1.0","By_ingredient","0.3121"
"SMTT00328","AXL","19","AXL Receptor Tyrosine Kinase","None","ENSG00000167601","None","0.0185347","0.059597","1.0","By_ingredient","0.3726"
"SMTT00329","B2M","15","Beta-2-microglobulin","Beta-2-microglobulin","ENSG00000166710","P61769","0.0440368","0.085484","1.0","By_ingredient","0.406"
"SMTT00332","B3GAT3","11","Beta-1,3-glucuronyltransferase 3","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3","ENSG00000149541","O94766","0.0284035","0.0706379","1.0","By_ingredient","0.2052"
"SMTT00335","B4GALT4","None","beta-1,4-galactosyltransferase 4","Beta-1,4-galactosyltransferase 4","ENSG00000121578","O60513","0.00591927","0.0205211","1.0","By_ingredient","0.1894"
"SMTT00344","BAP1","3","BRCA1 Associated Protein 1","None","ENSG00000163930","None","0.00591927","0.0205211","1.0","By_ingredient","0.1692"
