Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
SMTT00002,A2ML1,12,Alpha-2-macroglobulin Like 1,None,ENSG00000166535,None,0.0350055,0.0765633,1,By_ingredient,0.2264
SMTT02777,PTGS2,None,prostaglandin-endoperoxide synthase 2,Prostaglandin G/H Synthase 2,ENSG00000073756,P35354,0.000189792,0.00228651,1,By_ingredient,17.3389
SMTT00010,ABAT,16,4-aminobutyrate Aminotransferase,"4-aminobutyrate Aminotransferase, Mitochondrial",ENSG00000183044,P80404,0.670285,0.69836,1,By_ingredient,0.3777
SMTT00011,ABCA1,9,ATP Binding Cassette Subfamily A Member 1,ATP-binding Cassette Sub-family A Member 1,ENSG00000165029,O95477,0.0155975,0.0561019,1,By_ingredient,0.4907
SMTT00016,ABCB1,None,ATP binding cassette subfamily B member 1,Multidrug Resistance Protein 1,ENSG00000085563,P08183,0.0200662,0.0393174,1,By_ingredient,0.4865
SMTT00017,ABCB11,2,ATP Binding Cassette Subfamily B Member 11,Bile Salt Export Pump,ENSG00000073734,O95342,0.0317066,0.073767,1,By_ingredient,0.3465
SMTT00024,ABCC4,None,ATP binding cassette subfamily C member 4,Multidrug Resistance-associated Protein 4,ENSG00000125257,O15439,0.0317066,0.073767,1,By_ingredient,0.4097
SMTT00031,ABCG1,None,ATP binding cassette subfamily G member 1,ATP-binding Cassette Sub-family G Member 1,ENSG00000160179,P45844,0.0317066,0.073767,1,By_ingredient,0.3446
SMTT06129,DPP4,None,dipeptidyl peptidase 4,None,ENSG00000197635,None,0.00125366,0.0178964,1,By_ingredient,15.0293
SMTT00051,ACHE,None,acetylcholinesterase (Cartwright blood group),Acetylcholinesterase,ENSG00000087085,P22303,4.55E-07,4.73E-05,0.188003,By_ingredient,13.5289
SMTT02776,PTGS1,None,prostaglandin-endoperoxide synthase 1,Prostaglandin G/H Synthase 1,ENSG00000095303,P23219,0.000138599,0.00183239,1,By_ingredient,10.2406
SMTT08542,NCOA2,None,nuclear receptor coactivator 2,None,ENSG00000140396,None,2.01E-07,2.46E-05,0.0829203,By_ingredient,9.6876
SMTT00056,ACPP,None,"acid phosphatase, prostate",Prostatic Acid Phosphatase,ENSG00000014257,P15309,0.0783315,0.102339,1,By_ingredient,0.2063
SMTT00057,ACSF3,16,Acyl-CoA Synthetase Family Member 3,None,ENSG00000176715,None,0.0350055,0.0765633,1,By_ingredient,0.2315
SMTT01320,GABRA1,5,Gamma-aminobutyric Acid Type A Receptor Alpha1 Subunit,Gamma-aminobutyric Acid Receptor Subunit Alpha-1,ENSG00000022355,P14867,0.000220729,0.00573268,1,By_ingredient,8.8875
SMTT06122,DPEP1,None,dipeptidase 1,None,ENSG00000015413,None,5.63E-05,0.00216219,1,By_ingredient,7.4615
SMTT00637,CHRM3,1,Cholinergic Receptor Muscarinic 3,Muscarinic Acetylcholine Receptor M3,ENSG00000133019,P20309,0.000359443,0.0079523,1,By_ingredient,6.0367
SMTT03193,SLC6A2,16,Solute Carrier Family 6 Member 2,Sodium-dependent Noradrenaline Transporter,ENSG00000103546,P23975,6.77E-05,0.00165486,1,By_ingredient,5.9938
SMTT05536,CHRM2,None,cholinergic receptor muscarinic 2,None,ENSG00000181072,None,0.000143011,0.00425606,1,By_ingredient,5.5712
SMTT02969,RXRA,None,retinoid X receptor alpha,Retinoic Acid Receptor RXR-alpha,ENSG00000186350,P19793,0.00684596,0.0364229,1,By_ingredient,4.657
SMTT03502,TNF,None,tumor necrosis factor,Tumor Necrosis Factor,ENSG00000232810,P01375,1.95E-07,1.41E-05,0.0172341,By_ingredient,3.4449
SMTT00480,CASP3,None,caspase 3,Caspase-3,ENSG00000164305,P42574,0.000211025,0.00558198,1,By_ingredient,3.1336
SMTT00361,BCL2,18,"BCL2, Apoptosis Regulator",Apoptosis Regulator Bcl-2,ENSG00000171791,P10415,0.000144408,0.00188737,1,By_ingredient,2.9435
SMTT00642,CHRNA7,15,Cholinergic Receptor Nicotinic Alpha 7 Subunit,Neuronal Acetylcholine Receptor Subunit Alpha-7,ENSG00000175344,P36544,0.00648821,0.0399406,1,By_ingredient,2.7295
SMTT01671,IGHG1,None,immunoglobulin heavy constant gamma 1 (G1m marker),Ig Gamma-1 Chain C Region,None,P01857,0.000544389,0.00469533,1,By_ingredient,2.656
SMTT00095,ADGRG2,X,Adhesion G Protein-coupled Receptor G2,None,ENSG00000173698,None,0.0350055,0.0765633,1,By_ingredient,0.268
SMTT00096,ADGRG6,6,Adhesion G Protein-coupled Receptor G6,None,ENSG00000112414,None,0.0350055,0.0765633,1,By_ingredient,0.2595
