Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00017","ABCB11","2","ATP Binding Cassette Subfamily B Member 11","Bile Salt Export Pump","ENSG00000073734","O95342","0.00346103","0.0315771","1.0","By_ingredient","0.3245"
"SMTT00032","ABCG2","None","ATP binding cassette subfamily G member 2 (Junior blood group)","ATP-binding Cassette Sub-family G Member 2","ENSG00000118777","Q9UNQ0","0.0314261","0.0523344","1.0","By_ingredient","0.1539"
"SMTT00033","ABCG5","2","ATP Binding Cassette Subfamily G Member 5","None","ENSG00000138075","None","0.0327151","0.0746756","1.0","By_ingredient","0.1907"
"SMTT00034","ABCG8","2","ATP Binding Cassette Subfamily G Member 8","None","ENSG00000143921","None","0.0273373","0.069462","1.0","By_ingredient","0.1884"
"SMTT00038","ACACA","17","Acetyl-CoA Carboxylase Alpha","Acetyl-CoA Carboxylase 1","ENSG00000278540","Q13085","0.0262572","0.0465612","1.0","By_ingredient","0.1795"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","3.38661e-24","6.7982e-21","1.40043e-18","By_ingredient","10.617"
"SMTT00056","ACPP","None","acid phosphatase, prostate","Prostatic Acid Phosphatase","ENSG00000014257","P15309","0.0365678","0.058054","1.0","By_ingredient","0.1933"
"SMTT00089","ADCY2","None","adenylate cyclase 2","Adenylate Cyclase Type 2","ENSG00000078295","Q08462","0.00530693","0.0193925","1.0","By_ingredient","0.1902"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","0.00191629","0.0113589","1.0","By_ingredient","1.54"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.446248","0.47843","1.0","By_ingredient","0.5711"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.307508","0.337774","1.0","By_ingredient","0.6575"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.22464","0.252917","1.0","By_ingredient","1.8913"
"SMTT00129","AHR","None","aryl hydrocarbon receptor","Aryl Hydrocarbon Receptor","ENSG00000106546","P35869","0.0031887","0.0152564","1.0","By_ingredient","0.3283"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.00981329","0.0264792","1.0","By_ingredient","0.9328"
"SMTT00140","AKR1C1","None","aldo-keto reductase family 1 member C1","Aldo-keto Reductase Family 1 Member C1","ENSG00000187134","Q04828","0.0158373","0.0341965","1.0","By_ingredient","0.1905"
"SMTT00142","AKR1C3","None","aldo-keto reductase family 1 member C3","Aldo-keto Reductase Family 1 Member C3","ENSG00000196139","P42330","0.0365678","0.058054","1.0","By_ingredient","0.1811"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","2.35633e-05","0.00113777","1.0","By_ingredient","1.1276"
"SMTT00175","ALOX5","None","arachidonate 5-lipoxygenase","Arachidonate 5-lipoxygenase","ENSG00000012779","P09917","1.84447e-05","0.000436679","1.0","By_ingredient","0.825"
"SMTT00194","AMY2A","None","amylase, alpha 2A (pancreatic)","Pancreatic Alpha-amylase","ENSG00000243480","P04746","0.105777","0.130919","1.0","By_ingredient","0.2251"
"SMTT00216","AOC3","None","amine oxidase, copper containing 3","Membrane Primary Amine Oxidase","ENSG00000131471","Q16853","0.00530693","0.0193925","1.0","By_ingredient","0.1765"
"SMTT00230","APOA1","11","Apolipoprotein A1","Apolipoprotein A-I","ENSG00000118137","P02647","0.0158373","0.0341965","1.0","By_ingredient","0.1812"
"SMTT00238","APP","21","Amyloid Beta Precursor Protein","Amyloid Beta A4 Protein","ENSG00000142192","P05067","0.0324292","0.0743989","1.0","By_ingredient","0.3557"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","0.00137014","0.0189201","1.0","By_ingredient","6.9344"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","2.54456e-05","0.00120117","1.0","By_ingredient","1.5218"
"SMTT00362","BCL2L1","None","BCL2 like 1","Bcl-2-like Protein 1","ENSG00000171552","Q07817","0.0124729","0.030014","1.0","By_ingredient","0.4524"
"SMTT00380","BIRC5","None","baculoviral IAP repeat containing 5","Baculoviral IAP Repeat-containing Protein 5","ENSG00000089685","O15392","0.00351721","0.0161857","1.0","By_ingredient","0.4558"
"SMTT00389","BMP2","20","Bone Morphogenetic Protein 2","None","ENSG00000125845","None","0.0314261","0.0523344","1.0","By_ingredient","0.1581"
"SMTT00399","BRAF","7","B-Raf Proto-oncogene, Serine/threonine Kinase","Serine/threonine-protein Kinase B-raf","ENSG00000157764","P15056","0.0164926","0.0572523","1.0","By_ingredient","0.1763"
"SMTT00409","BTK","X","Bruton Tyrosine Kinase","Tyrosine-protein Kinase BTK","ENSG00000010671","Q06187","0.0314261","0.0523344","1.0","By_ingredient","0.1752"
"SMTT00436","CA2","8","Carbonic Anhydrase 2","Carbonic Anhydrase 2","ENSG00000104267","P00918","1.78543e-08","3.0358e-06","0.00738308","By_ingredient","6.8101"
"SMTT00461","CALM3","19","Calmodulin 3","None","ENSG00000160014","None","0.0358588","0.057326","1.0","By_ingredient","1.3533"
"SMTT00479","CASP14","19","Caspase 14","None","ENSG00000105141","None","0.00552783","0.0378448","1.0","By_ingredient","0.2742"
"SMTT00480","CASP3","None","caspase 3","Caspase-3","ENSG00000164305","P42574","1.82936e-06","0.000150963","0.756475","By_ingredient","1.9392"
"SMTT00481","CASP7","None","caspase 7","Caspase-7","ENSG00000165806","P55210","0.0416825","0.0636333","1.0","By_ingredient","0.1602"
"SMTT00482","CASP8","2","Caspase 8","Caspase-8","ENSG00000064012","Q14790","1.78106e-05","0.000916387","1.0","By_ingredient","0.9614"
"SMTT00487","CAT","11","Catalase","Catalase","ENSG00000121691","P04040","0.0158162","0.05096","1.0","By_ingredient","0.6678"
"SMTT00490","CAV1","7","Caveolin 1","None","ENSG00000105974","None","0.004381","0.0342223","1.0","By_ingredient","0.3464"
