Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.0247575","0.0448301","1.0","By_ingredient","0.1829"
"SMTT00032","ABCG2","None","ATP binding cassette subfamily G member 2 (Junior blood group)","ATP-binding Cassette Sub-family G Member 2","ENSG00000118777","Q9UNQ0","0.0296357","0.0505892","1.0","By_ingredient","0.1404"
"SMTT00038","ACACA","17","Acetyl-CoA Carboxylase Alpha","Acetyl-CoA Carboxylase 1","ENSG00000278540","Q13085","0.0247575","0.0448301","1.0","By_ingredient","0.1638"
"SMTT00041","ACADM","1","Acyl-CoA Dehydrogenase Medium Chain","Medium-chain Specific Acyl-CoA Dehydrogenase, Mitochondrial","ENSG00000117054","P11310","0.00997678","0.0267366","1.0","By_ingredient","0.2033"
"SMTT00050","ACE2","None","angiotensin I converting enzyme 2","Angiotensin-converting Enzyme 2","ENSG00000130234","Q9BYF1","0.0472163","0.0886209","1.0","By_ingredient","0.2137"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","0.485338","0.517565","1.0","By_ingredient","2.6709"
"SMTT00052","ACO2","22","Aconitase 2","Aconitate Hydratase, Mitochondrial","ENSG00000100412","Q99798","0.0356241","0.0770765","1.0","By_ingredient","0.219"
"SMTT00056","ACPP","None","acid phosphatase, prostate","Prostatic Acid Phosphatase","ENSG00000014257","P15309","0.0344898","0.0558525","1.0","By_ingredient","0.1764"
"SMTT00057","ACSF3","16","Acyl-CoA Synthetase Family Member 3","None","ENSG00000176715","None","0.0120176","0.0503784","1.0","By_ingredient","0.2375"
"SMTT00058","ACSL1","None","acyl-CoA synthetase long chain family member 1","Long-chain-fatty-acid--CoA Ligase 1","ENSG00000151726","P33121","0.000137252","0.00413464","1.0","By_ingredient","0.5743"
"SMTT00069","ACVR1","2","Activin A Receptor Type 1","Activin Receptor Type-1","ENSG00000115170","Q04771","0.0179725","0.0587073","1.0","By_ingredient","0.2254"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","0.268179","0.297442","1.0","By_ingredient","0.9483"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.00303761","0.0149185","1.0","By_ingredient","1.2086"
"SMTT00104","ADRA2B","2","Adrenoceptor Alpha 2B","Alpha-2B Adrenergic Receptor","ENSG00000274286","P18089","0.0385788","0.08001","1.0","By_ingredient","0.7985"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.0367066","0.0582501","1.0","By_ingredient","0.9002"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.180965","0.208","1.0","By_ingredient","2.1355"
"SMTT00108","ADSL","22","Adenylosuccinate Lyase","None","ENSG00000239900","None","0.0179725","0.0587073","1.0","By_ingredient","0.2435"
"SMTT00114","AGBL1","15","ATP/GTP Binding Protein Like 1","None","ENSG00000273540","None","0.0472163","0.0886209","1.0","By_ingredient","0.2272"
"SMTT00115","AGBL5","2","ATP/GTP Binding Protein Like 5","None","ENSG00000084693","None","0.0472163","0.0886209","1.0","By_ingredient","0.2267"
"SMTT00129","AHR","None","aryl hydrocarbon receptor","Aryl Hydrocarbon Receptor","ENSG00000106546","P35869","6.47758e-05","0.00108652","1.0","By_ingredient","0.5011"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.00834584","0.0243474","1.0","By_ingredient","1.2969"
"SMTT00140","AKR1C1","None","aldo-keto reductase family 1 member C1","Aldo-keto Reductase Family 1 Member C1","ENSG00000187134","Q04828","0.0265471","0.068552","1.0","By_ingredient","0.3913"
"SMTT00142","AKR1C3","None","aldo-keto reductase family 1 member C3","Aldo-keto Reductase Family 1 Member C3","ENSG00000196139","P42330","0.000108085","0.00346789","1.0","By_ingredient","0.7449"
