Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.629019","0.658517","1.0","By_ingredient","0.3699"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","4.34211e-19","4.93282e-16","1.79555e-13","By_ingredient","16.0128"
"SMTT00057","ACSF3","16","Acyl-CoA Synthetase Family Member 3","None","ENSG00000176715","None","0.0301726","0.07204","1.0","By_ingredient","0.224"
"SMTT00058","ACSL1","None","acyl-CoA synthetase long chain family member 1","Long-chain-fatty-acid--CoA Ligase 1","ENSG00000151726","P33121","0.0103587","0.0272241","1.0","By_ingredient","0.1803"
"SMTT00059","ACSL4","X","Acyl-CoA Synthetase Long Chain Family Member 4","Long-chain-fatty-acid--CoA Ligase 4","ENSG00000068366","O60488","0.0103587","0.0272241","1.0","By_ingredient","0.1969"
"SMTT00069","ACVR1","2","Activin A Receptor Type 1","Activin Receptor Type-1","ENSG00000115170","Q04771","0.0449166","0.0865196","1.0","By_ingredient","0.2125"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","6.14993e-09","8.45314e-07","0.000543537","By_ingredient","3.6073"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","8.78396e-06","0.000256098","0.775976","By_ingredient","2.3992"
"SMTT00104","ADRA2B","2","Adrenoceptor Alpha 2B","Alpha-2B Adrenergic Receptor","ENSG00000274286","P18089","8.72661e-07","8.14954e-05","0.360862","By_ingredient","2.2079"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","6.77941e-06","0.000210917","0.599216","By_ingredient","2.3765"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","8.96361e-06","0.000260488","0.791885","By_ingredient","5.6363"
"SMTT00108","ADSL","22","Adenylosuccinate Lyase","None","ENSG00000239900","None","0.0449166","0.0865196","1.0","By_ingredient","0.2296"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.212449","0.240406","1.0","By_ingredient","0.6956"
"SMTT00147","ALAD","9","Aminolevulinate Dehydratase","Delta-aminolevulinic Acid Dehydratase","ENSG00000148218","P13716","0.0799405","0.104022","1.0","By_ingredient","0.1822"
"SMTT00153","ALDH2","12","Aldehyde Dehydrogenase 2 Family Member","Aldehyde Dehydrogenase, Mitochondrial","ENSG00000111275","P05091","0.162295","0.188838","1.0","By_ingredient","0.3589"
"SMTT00184","AMD1","None","adenosylmethionine decarboxylase 1","S-adenosylmethionine Decarboxylase Proenzyme","ENSG00000123505","P17707","0.0605724","0.0837881","1.0","By_ingredient","0.218"
"SMTT00187","AMH","19","Anti-Mullerian Hormone","None","ENSG00000104899","None","0.0301726","0.07204","1.0","By_ingredient","0.211"
"SMTT00194","AMY2A","None","amylase, alpha 2A (pancreatic)","Pancreatic Alpha-amylase","ENSG00000243480","P04746","0.0197021","0.0388824","1.0","By_ingredient","0.6116"
"SMTT00214","ANTXR2","4","Anthrax Toxin Receptor 2","Anthrax Toxin Receptor 2","ENSG00000163297","P58335","0.0103587","0.0272241","1.0","By_ingredient","0.185"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","0.995263","0.996898","1.0","By_ingredient","7.5641"
"SMTT00250","ARHGDIA","17","Rho GDP Dissociation Inhibitor Alpha","None","ENSG00000141522","None","0.00956859","0.0467748","1.0","By_ingredient","0.3832"
"SMTT00302","ATP6V1B1","2","ATPase H+ Transporting V1 Subunit B1","None","ENSG00000116039","None","0.0301726","0.07204","1.0","By_ingredient","0.2431"
"SMTT00303","ATP6V1B2","8","ATPase H+ Transporting V1 Subunit B2","V-type Proton ATPase Subunit B, Brain Isoform","ENSG00000147416","P21281","0.0301726","0.07204","1.0","By_ingredient","0.1876"
"SMTT00304","ATP7A","X","ATPase Copper Transporting Alpha","None","ENSG00000165240","None","0.0449166","0.0865196","1.0","By_ingredient","0.192"
"SMTT00356","BCHE","None","butyrylcholinesterase","Cholinesterase","ENSG00000114200","P06276","0.744144","0.768446","1.0","By_ingredient","0.7377"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","0.00551225","0.0378448","1.0","By_ingredient","1.9339"
"SMTT00369","BDNF","11","Brain Derived Neurotrophic Factor","Brain-derived Neurotrophic Factor","ENSG00000176697","P23560","0.00406599","0.0331668","1.0","By_ingredient","0.8035"
"SMTT00388","BMP15","X","Bone Morphogenetic Protein 15","None","ENSG00000130385","None","0.0152015","0.0557062","1.0","By_ingredient","0.2352"
"SMTT00404","BRIP1","17","BRCA1 Interacting Protein C-terminal Helicase 1","None","ENSG00000136492","None","0.0449166","0.0865196","1.0","By_ingredient","0.2073"
"SMTT00409","BTK","X","Bruton Tyrosine Kinase","Tyrosine-protein Kinase BTK","ENSG00000010671","Q06187","0.0605724","0.0837881","1.0","By_ingredient","0.1599"
"SMTT00436","CA2","8","Carbonic Anhydrase 2","Carbonic Anhydrase 2","ENSG00000104267","P00918","0.00515605","0.0366603","1.0","By_ingredient","10.0235"
"SMTT00461","CALM3","19","Calmodulin 3","None","ENSG00000160014","None","0.778212","0.80054","1.0","By_ingredient","1.021"
"SMTT00480","CASP3","None","caspase 3","Caspase-3","ENSG00000164305","P42574","0.137945","0.163877","1.0","By_ingredient","1.197"
"SMTT00482","CASP8","2","Caspase 8","Caspase-8","ENSG00000064012","Q14790","0.268469","0.297737","1.0","By_ingredient","0.667"
"SMTT00487","CAT","11","Catalase","Catalase","ENSG00000121691","P04040","0.412414","0.444236","1.0","By_ingredient","0.157"
"SMTT00520","CCNA2","None","cyclin A2","Cyclin-A2","ENSG00000145386","P20248","0.970978","0.976224","1.0","By_ingredient","2.9795"
"SMTT00521","CCND1","11","Cyclin D1","G1/S-specific Cyclin-D1","ENSG00000110092","P24385","0.367874","0.399179","1.0","By_ingredient","0.346"
"SMTT00541","CD36","7","CD36 Molecule","None","ENSG00000135218","None","0.0605724","0.0837881","1.0","By_ingredient","0.1735"
"SMTT00551","CD79B","17","CD79b Molecule","None","ENSG00000007312","None","0.0301726","0.07204","1.0","By_ingredient","0.209"
"SMTT00569","CDK2","None","cyclin dependent kinase 2","Cyclin-dependent Kinase 2","ENSG00000123374","P24941","0.00245552","0.026213","1.0","By_ingredient","7.5323"
