Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00005","AAGAB","15","Alpha And Gamma Adaptin Binding Protein","None","ENSG00000103591","None","0.0130209","0.0307311","1.0","By_ingredient","0.1848"
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.464225","0.496427","1.0","By_ingredient","0.1939"
"SMTT00011","ABCA1","9","ATP Binding Cassette Subfamily A Member 1","ATP-binding Cassette Sub-family A Member 1","ENSG00000165029","O95477","0.0106959","0.0307311","1.0","By_ingredient","0.2942"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.00935772","0.046408","1.0","By_ingredient","0.3295"
"SMTT00024","ABCC4","None","ATP binding cassette subfamily C member 4","Multidrug Resistance-associated Protein 4","ENSG00000125257","O15439","0.00653161","0.0215933","1.0","By_ingredient","0.1565"
"SMTT00031","ABCG1","None","ATP binding cassette subfamily G member 1","ATP-binding Cassette Sub-family G Member 1","ENSG00000160179","P45844","0.00653161","0.0215933","1.0","By_ingredient","0.1507"
"SMTT00033","ABCG5","2","ATP Binding Cassette Subfamily G Member 5","None","ENSG00000138075","None","0.0309213","0.0727554","1.0","By_ingredient","0.1777"
"SMTT00034","ABCG8","2","ATP Binding Cassette Subfamily G Member 8","None","ENSG00000143921","None","0.0258345","0.0675885","1.0","By_ingredient","0.1756"
"SMTT00038","ACACA","17","Acetyl-CoA Carboxylase Alpha","Acetyl-CoA Carboxylase 1","ENSG00000278540","Q13085","0.0309213","0.0532193","1.0","By_ingredient","0.1735"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","1.94019e-28","5.98736e-25","8.02306e-23","By_ingredient","11.1813"
"SMTT00062","ACTB","7","Actin Beta","Actin, Cytoplasmic 1","ENSG00000075624","P60709","0.0130209","0.0307311","1.0","By_ingredient","0.1717"
"SMTT00089","ADCY2","None","adenylate cyclase 2","Adenylate Cyclase Type 2","ENSG00000078295","Q08462","0.00653161","0.0215933","1.0","By_ingredient","0.181"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","0.0219873","0.0415889","1.0","By_ingredient","1.3974"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.846595","0.864116","1.0","By_ingredient","0.3646"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.911177","0.923126","1.0","By_ingredient","0.3457"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.423603","0.455589","1.0","By_ingredient","1.7014"
"SMTT00129","AHR","None","aryl hydrocarbon receptor","Aryl Hydrocarbon Receptor","ENSG00000106546","P35869","0.0995754","0.124531","1.0","By_ingredient","0.1781"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.00695329","0.0413655","1.0","By_ingredient","0.7837"
"SMTT00142","AKR1C3","None","aldo-keto reductase family 1 member C3","Aldo-keto Reductase Family 1 Member C3","ENSG00000196139","P42330","0.0194245","0.0603893","1.0","By_ingredient","0.324"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","0.0255295","0.0457648","1.0","By_ingredient","0.2727"
"SMTT00150","ALB","4","Albumin","Serum Albumin","ENSG00000163631","P02768","0.0194681","0.0385943","1.0","By_ingredient","0.1932"
"SMTT00153","ALDH2","12","Aldehyde Dehydrogenase 2 Family Member","Aldehyde Dehydrogenase, Mitochondrial","ENSG00000111275","P05091","0.105461","0.130591","1.0","By_ingredient","0.1615"
"SMTT00154","ALDH3A1","None","aldehyde dehydrogenase 3 family member A1","Aldehyde Dehydrogenase, Dimeric NADP-preferring","ENSG00000108602","P30838","0.0322375","0.0532193","1.0","By_ingredient","0.1655"
"SMTT00175","ALOX5","None","arachidonate 5-lipoxygenase","Arachidonate 5-lipoxygenase","ENSG00000012779","P09917","0.0163404","0.0347882","1.0","By_ingredient","0.2971"
"SMTT00214","ANTXR2","4","Anthrax Toxin Receptor 2","Anthrax Toxin Receptor 2","ENSG00000163297","P58335","0.00653161","0.0215933","1.0","By_ingredient","0.1828"
"SMTT00227","APC","5","APC, WNT Signaling Pathway Regulator","None","ENSG00000134982","None","0.00653161","0.0215933","1.0","By_ingredient","0.1589"
"SMTT00238","APP","21","Amyloid Beta Precursor Protein","Amyloid Beta A4 Protein","ENSG00000142192","P05067","0.0292006","0.0710566","1.0","By_ingredient","0.3349"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","0.980895","0.984952","1.0","By_ingredient","4.8572"
"SMTT00295","ATP2C1","3","ATPase Secretory Pathway Ca2+ Transporting 1","Calcium-transporting ATPase Type 2C Member 1","ENSG00000017260","P98194","0.0460241","0.0866945","1.0","By_ingredient","0.2227"
