Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.332479","0.363323","1.0","By_ingredient","0.3519"
"SMTT00011","ABCA1","9","ATP Binding Cassette Subfamily A Member 1","ATP-binding Cassette Sub-family A Member 1","ENSG00000165029","O95477","0.0159771","0.0566922","1.0","By_ingredient","0.3928"
"SMTT00017","ABCB11","2","ATP Binding Cassette Subfamily B Member 11","Bile Salt Export Pump","ENSG00000073734","O95342","0.00467527","0.0352312","1.0","By_ingredient","0.2907"
"SMTT00022","ABCC1","None","ATP binding cassette subfamily C member 1","Multidrug Resistance-associated Protein 1","ENSG00000103222","P33527","0.0126529","0.0302128","1.0","By_ingredient","0.3619"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.0140007","0.0534703","1.0","By_ingredient","0.3448"
"SMTT00033","ABCG5","2","ATP Binding Cassette Subfamily G Member 5","None","ENSG00000138075","None","0.0380799","0.0797235","1.0","By_ingredient","0.173"
"SMTT00034","ABCG8","2","ATP Binding Cassette Subfamily G Member 8","None","ENSG00000143921","None","0.0318349","0.0738552","1.0","By_ingredient","0.1709"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","2.16362e-05","0.00106398","1.0","By_ingredient","5.6156"
"SMTT00052","ACO2","22","Aconitase 2","Aconitate Hydratase, Mitochondrial","ENSG00000100412","Q99798","0.0380799","0.0797235","1.0","By_ingredient","0.2255"
"SMTT00057","ACSF3","16","Acyl-CoA Synthetase Family Member 3","None","ENSG00000176715","None","0.0128569","0.051746","1.0","By_ingredient","0.2446"
"SMTT00069","ACVR1","2","Activin A Receptor Type 1","Activin Receptor Type-1","ENSG00000115170","Q04771","0.0192236","0.0603271","1.0","By_ingredient","0.2321"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","0.0239427","0.0440043","1.0","By_ingredient","1.2303"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.339075","0.370091","1.0","By_ingredient","0.724"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.460892","0.493048","1.0","By_ingredient","0.6721"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.0415306","0.063481","1.0","By_ingredient","2.0616"
"SMTT00108","ADSL","22","Adenylosuccinate Lyase","None","ENSG00000239900","None","0.0192236","0.0603271","1.0","By_ingredient","0.2508"
"SMTT00140","AKR1C1","None","aldo-keto reductase family 1 member C1","Aldo-keto Reductase Family 1 Member C1","ENSG00000187134","Q04828","0.0126529","0.0302128","1.0","By_ingredient","0.3594"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","6.29944e-05","0.00235039","1.0","By_ingredient","1.3075"
"SMTT00150","ALB","4","Albumin","Serum Albumin","ENSG00000163631","P02768","0.0140007","0.0534703","1.0","By_ingredient","0.3488"
"SMTT00155","ALDH3A2","17","Aldehyde Dehydrogenase 3 Family Member A2","Fatty Aldehyde Dehydrogenase","ENSG00000072210","P51648","0.00357554","0.0316169","1.0","By_ingredient","0.441"
"SMTT00156","ALDH4A1","1","Aldehyde Dehydrogenase 4 Family Member A1","Delta-1-pyrroline-5-carboxylate Dehydrogenase, Mitochondrial","ENSG00000159423","P30038","0.00307775","0.0298191","1.0","By_ingredient","0.38"
"SMTT00159","ALDH7A1","5","Aldehyde Dehydrogenase 7 Family Member A1","Alpha-aminoadipic Semialdehyde Dehydrogenase","ENSG00000164904","P49419","0.00307775","0.0298191","1.0","By_ingredient","0.4698"
"SMTT00187","AMH","19","Anti-Mullerian Hormone","None","ENSG00000104899","None","0.0128569","0.051746","1.0","By_ingredient","0.2304"
"SMTT00194","AMY2A","None","amylase, alpha 2A (pancreatic)","Pancreatic Alpha-amylase","ENSG00000243480","P04746","0.0355554","0.0769879","1.0","By_ingredient","0.3981"
"SMTT00195","ANG","14","Angiogenin","Angiogenin","ENSG00000214274","P03950","0.0380799","0.0797235","1.0","By_ingredient","0.2312"
"SMTT00198","ANK2","4","Ankyrin 2","None","ENSG00000145362","None","0.00467527","0.0352312","1.0","By_ingredient","0.3872"
"SMTT00199","ANK3","10","Ankyrin 3","None","ENSG00000151150","None","0.0059108","0.0388881","1.0","By_ingredient","0.3743"
"SMTT00232","APOB","2","Apolipoprotein B","None","ENSG00000084674","None","0.0210002","0.0405001","1.0","By_ingredient","0.1759"
"SMTT00239","APRT","16","Adenine Phosphoribosyltransferase","Adenine Phosphoribosyltransferase","ENSG00000198931","P07741","0.0442849","0.0857948","1.0","By_ingredient","0.2446"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","0.727783","0.753064","1.0","By_ingredient","4.4881"
"SMTT00268","ASAH1","8","N-acylsphingosine Amidohydrolase 1","None","ENSG00000104763","None","0.0255495","0.0672724","1.0","By_ingredient","0.1764"
"SMTT00302","ATP6V1B1","2","ATPase H+ Transporting V1 Subunit B1","None","ENSG00000116039","None","0.0128569","0.051746","1.0","By_ingredient","0.2655"
"SMTT00303","ATP6V1B2","8","ATPase H+ Transporting V1 Subunit B2","V-type Proton ATPase Subunit B, Brain Isoform","ENSG00000147416","P21281","0.0128569","0.051746","1.0","By_ingredient","0.2048"
"SMTT00304","ATP7A","X","ATPase Copper Transporting Alpha","None","ENSG00000165240","None","0.0192236","0.0603271","1.0","By_ingredient","0.2097"
"SMTT00305","ATP7B","13","ATPase Copper Transporting Beta","None","ENSG00000123191","None","0.0255495","0.0672724","1.0","By_ingredient","0.2002"
"SMTT00326","AXIN1","16","Axin 1","Axin-1","ENSG00000103126","O15169","0.0380799","0.0797235","1.0","By_ingredient","0.2232"
"SMTT00327","AXIN2","17","Axin 2","None","ENSG00000168646","None","0.0318349","0.0738552","1.0","By_ingredient","0.2041"
"SMTT00341","BAD","None","BCL2 associated agonist of cell death","Bcl2-associated Agonist Of Cell Death","ENSG00000002330","Q92934","0.00727849","0.0420097","1.0","By_ingredient","0.3082"
"SMTT00356","BCHE","None","butyrylcholinesterase","Cholinesterase","ENSG00000114200","P06276","0.094","0.118719","1.0","By_ingredient","0.792"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","1.06104e-05","0.000607535","1.0","By_ingredient","1.6006"
"SMTT00365","BCO1","16","Beta-carotene Oxygenase 1","None","ENSG00000135697","None","0.0255495","0.0672724","1.0","By_ingredient","0.1798"
"SMTT00388","BMP15","X","Bone Morphogenetic Protein 15","None","ENSG00000130385","None","0.00644914","0.0399386","1.0","By_ingredient","0.2569"
"SMTT00389","BMP2","20","Bone Morphogenetic Protein 2","None","ENSG00000125845","None","0.000236627","0.00601486","1.0","By_ingredient","0.6091"
"SMTT00390","BMP4","14","Bone Morphogenetic Protein 4","Bone Morphogenetic Protein 4","ENSG00000125378","P12644","0.00467527","0.0352312","1.0","By_ingredient","0.4181"
"SMTT00404","BRIP1","17","BRCA1 Interacting Protein C-terminal Helicase 1","None","ENSG00000136492","None","0.0192236","0.0603271","1.0","By_ingredient","0.2263"
"SMTT00436","CA2","8","Carbonic Anhydrase 2","Carbonic Anhydrase 2","ENSG00000104267","P00918","0.00548557","0.0378448","1.0","By_ingredient","4.8349"
"SMTT00461","CALM3","19","Calmodulin 3","None","ENSG00000160014","None","0.148804","0.174924","1.0","By_ingredient","0.9861"
"SMTT00480","CASP3","None","caspase 3","Caspase-3","ENSG00000164305","P42574","0.000249792","0.00626524","1.0","By_ingredient","1.5515"
"SMTT00481","CASP7","None","caspase 7","Caspase-7","ENSG00000165806","P55210","0.0327698","0.0747006","1.0","By_ingredient","0.3615"
"SMTT00482","CASP8","2","Caspase 8","Caspase-8","ENSG00000064012","Q14790","0.00376624","0.0324596","1.0","By_ingredient","0.5969"
"SMTT00487","CAT","11","Catalase","Catalase","ENSG00000121691","P04040","0.194859","0.222295","1.0","By_ingredient","0.2921"
"SMTT00531","CD163","None","CD163 molecule","Scavenger Receptor Cysteine-rich Type 1 Protein M130","ENSG00000177575","Q86VB7","0.00845296","0.0245505","1.0","By_ingredient","0.1797"
"SMTT00546","CD40","20","CD40 Molecule","Tumor Necrosis Factor Receptor Superfamily Member 5","ENSG00000101017","P25942","0.0210002","0.0405001","1.0","By_ingredient","0.1789"
"SMTT00547","CD40LG","X","CD40 Ligand","CD40 Ligand","ENSG00000102245","P29965","0.0318349","0.0738552","1.0","By_ingredient","0.1583"
"SMTT00551","CD79B","17","CD79b Molecule","None","ENSG00000007312","None","0.0128569","0.051746","1.0","By_ingredient","0.2282"
"SMTT00552","CD80","None","CD80 molecule","T-lymphocyte Activation Antigen CD80","ENSG00000121594","P33681","0.0333906","0.0545261","1.0","By_ingredient","0.1761"
"SMTT00554","CD86","None","CD86 molecule","T-lymphocyte Activation Antigen CD86","ENSG00000114013","P42081","0.0292778","0.050103","1.0","By_ingredient","0.175"
"SMTT00569","CDK2","None","cyclin dependent kinase 2","Cyclin-dependent Kinase 2","ENSG00000123374","P24941","0.855801","0.872566","1.0","By_ingredient","3.0031"
"SMTT00570","CDK4","12","Cyclin Dependent Kinase 4","Cyclin-dependent Kinase 4","ENSG00000135446","P11802","0.00626978","0.0395886","1.0","By_ingredient","0.5068"
"SMTT00577","CDKN1A","6","Cyclin Dependent Kinase Inhibitor 1A","Cyclin-dependent Kinase Inhibitor 1","ENSG00000124762","P38936","0.0155945","0.0340484","1.0","By_ingredient","0.5127"
"SMTT00611","CES1","None","carboxylesterase 1","Liver Carboxylesterase 1","ENSG00000198848","P23141","0.00423534","0.0175185","1.0","By_ingredient","0.1685"
"SMTT00636","CHRM1","None","cholinergic receptor muscarinic 1","Muscarinic Acetylcholine Receptor M1","ENSG00000168539","P11229","2.36384e-05","0.000524986","1.0","By_ingredient","3.6277"
"SMTT00637","CHRM3","1","Cholinergic Receptor Muscarinic 3","Muscarinic Acetylcholine Receptor M3","ENSG00000133019","P20309","0.000657307","0.0120424","1.0","By_ingredient","2.8981"
