Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00017","ABCB11","2","ATP Binding Cassette Subfamily B Member 11","Bile Salt Export Pump","ENSG00000073734","O95342","0.0450965","0.0866286","1.0","By_ingredient","0.1495"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","0.677906","0.705618","1.0","By_ingredient","1.9449"
"SMTT00058","ACSL1","None","acyl-CoA synthetase long chain family member 1","Long-chain-fatty-acid--CoA Ligase 1","ENSG00000151726","P33121","0.00214319","0.0122101","1.0","By_ingredient","0.1539"
"SMTT00059","ACSL4","X","Acyl-CoA Synthetase Long Chain Family Member 4","Long-chain-fatty-acid--CoA Ligase 4","ENSG00000068366","O60488","0.00214319","0.0122101","1.0","By_ingredient","0.1681"
"SMTT00061","ACTA2","10","Actin, Alpha 2, Smooth Muscle, Aorta","Actin, Aortic Smooth Muscle","ENSG00000107796","P62736","0.012792","0.0304107","1.0","By_ingredient","0.191"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.163434","0.189951","1.0","By_ingredient","0.1451"
"SMTT00147","ALAD","9","Aminolevulinate Dehydratase","Delta-aminolevulinic Acid Dehydratase","ENSG00000148218","P13716","0.0170204","0.0357281","1.0","By_ingredient","0.1555"
"SMTT00177","ALPL","1","Alkaline Phosphatase, Liver/bone/kidney","Alkaline Phosphatase, Tissue-nonspecific Isozyme","ENSG00000162551","P05186","0.0340142","0.0757573","1.0","By_ingredient","0.2037"
"SMTT00194","AMY2A","None","amylase, alpha 2A (pancreatic)","Pancreatic Alpha-amylase","ENSG00000243480","P04746","0.0440773","0.0662824","1.0","By_ingredient","0.1687"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","0.190048","0.217441","1.0","By_ingredient","0.1662"
"SMTT00374","BGLAP","None","bone gamma-carboxyglutamate protein","Osteocalcin","ENSG00000242252","P02818","0.0450965","0.0866286","1.0","By_ingredient","0.2216"
"SMTT00409","BTK","X","Bruton Tyrosine Kinase","Tyrosine-protein Kinase BTK","ENSG00000010671","Q06187","0.012792","0.0304107","1.0","By_ingredient","0.191"
"SMTT00461","CALM3","19","Calmodulin 3","None","ENSG00000160014","None","0.843613","0.861331","1.0","By_ingredient","0.1752"
