Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
SMTT00005,AAGAB,15,Alpha And Gamma Adaptin Binding Protein,None,ENSG00000103591,None,0.0330282,0.0747138,1,By_ingredient,0.2204
SMTT00023,ABCC2,10,ATP Binding Cassette Subfamily C Member 2,Canalicular Multispecific Organic Anion Transporter 1,ENSG00000023839,Q92887,0.0245074,0.0445103,1,By_ingredient,0.4372
SMTT00032,ABCG2,None,ATP binding cassette subfamily G member 2 (Junior blood group),ATP-binding Cassette Sub-family G Member 2,ENSG00000118777,Q9UNQ0,0.029337,0.0501549,1,By_ingredient,0.1577
SMTT00037,ABL1,9,"ABL Proto-oncogene 1, Non-receptor Tyrosine Kinase",Tyrosine-protein Kinase ABL1,ENSG00000097007,P00519,0.0464694,0.0878906,1,By_ingredient,0.4254
SMTT06129,DPP4,None,dipeptidyl peptidase 4,None,ENSG00000197635,None,0.00193625,0.0232579,1,By_ingredient,10.81
SMTT00436,CA2,8,Carbonic Anhydrase 2,Carbonic Anhydrase 2,ENSG00000104267,P00918,9.23E-06,0.000543006,1,By_ingredient,10.5241
SMTT00056,ACPP,None,"acid phosphatase, prostate",Prostatic Acid Phosphatase,ENSG00000014257,P15309,0.034143,0.0554434,1,By_ingredient,0.1981
SMTT00102,ADRA1A,None,adrenoceptor alpha 1A,Alpha-1A Adrenergic Receptor,ENSG00000120907,P35348,0.046118,0.0684257,1,By_ingredient,1.1575
SMTT00103,ADRA2A,None,adrenoceptor alpha 2A,Alpha-2A Adrenergic Receptor,ENSG00000150594,P08913,0.166459,0.193057,1,By_ingredient,1.1268
SMTT00105,ADRB1,None,adrenoceptor beta 1,Beta-1 Adrenergic Receptor,ENSG00000043591,P08588,0.271861,0.301223,1,By_ingredient,0.7013
SMTT00106,ADRB2,None,adrenoceptor beta 2,Beta-2 Adrenergic Receptor,ENSG00000169252,P07550,0.458661,0.490905,1,By_ingredient,2.0065
SMTT00108,ADSL,22,Adenylosuccinate Lyase,None,ENSG00000239900,None,0.0330282,0.0747138,1,By_ingredient,0.234
SMTT02747,PRSS1,7,Serine Protease 1,Trypsin-1,ENSG00000204983,P07477,0.00500197,0.0189691,1,By_ingredient,10.2478
SMTT00139,AKR1B1,None,aldo-keto reductase family 1 member B,Aldose Reductase,ENSG00000085662,P15121,0.0227514,0.0649931,1,By_ingredient,1.1864
SMTT00142,AKR1C3,None,aldo-keto reductase family 1 member C3,Aldo-keto Reductase Family 1 Member C3,ENSG00000196139,P42330,0.0106535,0.0488294,1,By_ingredient,0.5949
SMTT02777,PTGS2,None,prostaglandin-endoperoxide synthase 2,Prostaglandin G/H Synthase 2,ENSG00000073756,P35354,8.50E-07,4.33E-05,0.075123,By_ingredient,9.7006
