Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00016","ABCB1","None","ATP binding cassette subfamily B member 1","Multidrug Resistance Protein 1","ENSG00000085563","P08183","0.182786","0.209904","1.0","By_ingredient","0.3824"
"SMTT00017","ABCB11","2","ATP Binding Cassette Subfamily B Member 11","Bile Salt Export Pump","ENSG00000073734","O95342","0.0088739","0.0452364","1.0","By_ingredient","0.3116"
"SMTT00022","ABCC1","None","ATP binding cassette subfamily C member 1","Multidrug Resistance-associated Protein 1","ENSG00000103222","P33527","0.0313566","0.0522895","1.0","By_ingredient","0.1847"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.0260513","0.0678037","1.0","By_ingredient","0.3135"
"SMTT00034","ABCG8","2","ATP Binding Cassette Subfamily G Member 8","None","ENSG00000143921","None","0.0441173","0.0855699","1.0","By_ingredient","0.1694"
"SMTT00035","ABHD12","20","Abhydrolase Domain Containing 12","None","ENSG00000100997","None","0.0354517","0.0768127","1.0","By_ingredient","0.2656"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","0.00335827","0.0312133","1.0","By_ingredient","6.1822"
"SMTT00057","ACSF3","16","Acyl-CoA Synthetase Family Member 3","None","ENSG00000176715","None","0.0178851","0.0585521","1.0","By_ingredient","0.2258"
"SMTT00061","ACTA2","10","Actin, Alpha 2, Smooth Muscle, Aorta","Actin, Aortic Smooth Muscle","ENSG00000107796","P62736","0.0617345","0.0849713","1.0","By_ingredient","0.1979"
"SMTT00069","ACVR1","2","Activin A Receptor Type 1","Activin Receptor Type-1","ENSG00000115170","Q04771","0.0267078","0.0686599","1.0","By_ingredient","0.2143"
"SMTT00088","ADCY10","1","Adenylate Cyclase 10","None","ENSG00000143199","None","0.0105628","0.0274863","1.0","By_ingredient","0.234"
"SMTT00098","ADK","10","Adenosine Kinase","Adenosine Kinase","ENSG00000156110","P55263","0.00418914","0.0338437","1.0","By_ingredient","0.3634"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","0.00143503","0.00937096","1.0","By_ingredient","2.1586"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.000186168","0.0051047","1.0","By_ingredient","2.0358"
"SMTT00104","ADRA2B","2","Adrenoceptor Alpha 2B","Alpha-2B Adrenergic Receptor","ENSG00000274286","P18089","2.18096e-05","0.00107098","1.0","By_ingredient","1.7013"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.000858001","0.0143778","1.0","By_ingredient","1.9632"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.00355821","0.0315771","1.0","By_ingredient","3.5736"
"SMTT00108","ADSL","22","Adenylosuccinate Lyase","None","ENSG00000239900","None","0.0267078","0.0686599","1.0","By_ingredient","0.2316"
"SMTT00129","AHR","None","aryl hydrocarbon receptor","Aryl Hydrocarbon Receptor","ENSG00000106546","P35869","0.00319997","0.029443","1.0","By_ingredient","0.5066"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.0577388","0.0807277","1.0","By_ingredient","0.9059"
"SMTT00140","AKR1C1","None","aldo-keto reductase family 1 member C1","Aldo-keto Reductase Family 1 Member C1","ENSG00000187134","Q04828","0.00634613","0.0397697","1.0","By_ingredient","0.7408"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","0.0609049","0.0841432","1.0","By_ingredient","0.6941"
"SMTT00150","ALB","4","Albumin","Serum Albumin","ENSG00000163631","P02768","0.0260513","0.0522895","1.0","By_ingredient","0.3438"
"SMTT00154","ALDH3A1","None","aldehyde dehydrogenase 3 family member A1","Aldehyde Dehydrogenase, Dimeric NADP-preferring","ENSG00000108602","P30838","0.0088739","0.0452364","1.0","By_ingredient","0.4606"
"SMTT00156","ALDH4A1","1","Aldehyde Dehydrogenase 4 Family Member A1","Delta-1-pyrroline-5-carboxylate Dehydrogenase, Mitochondrial","ENSG00000159423","P30038","0.0058711","0.0388881","1.0","By_ingredient","0.373"
"SMTT00175","ALOX5","None","arachidonate 5-lipoxygenase","Arachidonate 5-lipoxygenase","ENSG00000012779","P09917","0.272985","0.302374","1.0","By_ingredient","0.476"
"SMTT00187","AMH","19","Anti-Mullerian Hormone","None","ENSG00000104899","None","0.0178851","0.0585521","1.0","By_ingredient","0.2128"
"SMTT00198","ANK2","4","Ankyrin 2","None","ENSG00000145362","None","0.0088739","0.0452364","1.0","By_ingredient","0.404"
"SMTT00199","ANK3","10","Ankyrin 3","None","ENSG00000151150","None","0.0111817","0.0499464","1.0","By_ingredient","0.3904"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","0.995925","0.997438","1.0","By_ingredient","8.663"
"SMTT00268","ASAH1","8","N-acylsphingosine Amidohydrolase 1","None","ENSG00000104763","None","0.0354517","0.0768127","1.0","By_ingredient","0.1885"
"SMTT00287","ATM","11","ATM Serine/threonine Kinase","Serine-protein Kinase ATM","ENSG00000149311","Q13315","0.0313566","0.0522895","1.0","By_ingredient","0.169"
"SMTT00295","ATP2C1","3","ATPase Secretory Pathway Ca2+ Transporting 1","Calcium-transporting ATPase Type 2C Member 1","ENSG00000017260","P98194","0.00277466","0.0185799","1.0","By_ingredient","0.4455"
"SMTT00302","ATP6V1B1","2","ATPase H+ Transporting V1 Subunit B1","None","ENSG00000116039","None","0.0178851","0.0585521","1.0","By_ingredient","0.2452"
"SMTT00303","ATP6V1B2","8","ATPase H+ Transporting V1 Subunit B2","V-type Proton ATPase Subunit B, Brain Isoform","ENSG00000147416","P21281","0.0178851","0.0585521","1.0","By_ingredient","0.1892"
"SMTT00304","ATP7A","X","ATPase Copper Transporting Alpha","None","ENSG00000165240","None","0.0267078","0.0686599","1.0","By_ingredient","0.1936"
"SMTT00305","ATP7B","13","ATPase Copper Transporting Beta","None","ENSG00000123191","None","0.0354517","0.0768127","1.0","By_ingredient","0.1848"
"SMTT00327","AXIN2","17","Axin 2","None","ENSG00000168646","None","0.0441173","0.0855699","1.0","By_ingredient","0.1885"
"SMTT00329","B2M","15","Beta-2-microglobulin","Beta-2-microglobulin","ENSG00000166710","P61769","0.0393673","0.0809744","1.0","By_ingredient","0.3527"
"SMTT00356","BCHE","None","butyrylcholinesterase","Cholinesterase","ENSG00000114200","P06276","0.0540346","0.0768891","1.0","By_ingredient","1.2286"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","2.46295e-05","0.00117784","1.0","By_ingredient","1.7112"
