Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.0204054","0.040563","1.0","By_ingredient","0.6374"
"SMTT00022","ABCC1","None","ATP binding cassette subfamily C member 1","Multidrug Resistance-associated Protein 1","ENSG00000103222","P33527","0.01841","0.0374227","1.0","By_ingredient","0.2004"
"SMTT00060","ACTA1","1","Actin, Alpha 1, Skeletal Muscle","Actin, Alpha Skeletal Muscle","ENSG00000143632","P68133","0.00359945","0.0317765","1.0","By_ingredient","0.4368"
"SMTT00061","ACTA2","10","Actin, Alpha 2, Smooth Muscle, Aorta","Actin, Aortic Smooth Muscle","ENSG00000107796","P62736","0.0140568","0.0535784","1.0","By_ingredient","0.4343"
"SMTT00062","ACTB","7","Actin Beta","Actin, Cytoplasmic 1","ENSG00000075624","P60709","0.0084036","0.044376","1.0","By_ingredient","0.607"
"SMTT00063","ACTC1","15","Actin, Alpha, Cardiac Muscle 1","None","ENSG00000159251","None","0.00313188","0.0300312","1.0","By_ingredient","0.4436"
"SMTT00064","ACTG1","17","Actin Gamma 1","Actin, Cytoplasmic 2","ENSG00000184009","P63261","0.00359945","0.0317765","1.0","By_ingredient","0.4275"
"SMTT00065","ACTG2","2","Actin, Gamma 2, Smooth Muscle, Enteric","None","ENSG00000163017","None","0.00359945","0.0317765","1.0","By_ingredient","0.4497"
"SMTT00073","ADA","20","Adenosine Deaminase","Adenosine Deaminase","ENSG00000196839","P00813","0.00157344","0.0206831","1.0","By_ingredient","0.4647"
"SMTT00074","ADA2","22","Adenosine Deaminase 2","None","ENSG00000093072","None","0.000356656","0.00791902","1.0","By_ingredient","0.4564"
"SMTT00085","ADAR","1","Adenosine Deaminase, RNA Specific","None","ENSG00000160710","None","3.60932e-05","0.00156351","1.0","By_ingredient","0.4845"
"SMTT00086","ADAT3","19","Adenosine Deaminase, tRNA Specific 3","None","ENSG00000213638","None","0.0297756","0.07165","1.0","By_ingredient","0.2461"
"SMTT00089","ADCY2","None","adenylate cyclase 2","Adenylate Cyclase Type 2","ENSG00000078295","Q08462","0.00617441","0.0210068","1.0","By_ingredient","0.2056"
"SMTT00092","ADCYAP1","None","adenylate cyclase activating polypeptide 1","Pituitary Adenylate Cyclase-activating Polypeptide","ENSG00000141433","P18509","0.0414376","0.0830129","1.0","By_ingredient","0.2103"
"SMTT00098","ADK","10","Adenosine Kinase","Adenosine Kinase","ENSG00000156110","P55263","0.00191549","0.0230816","1.0","By_ingredient","0.426"
"SMTT00100","ADORA2A","None","adenosine A2a receptor","Adenosine Receptor A2a","ENSG00000128271","P29274","0.0339764","0.0757512","1.0","By_ingredient","0.3475"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.992315","0.99443","1.0","By_ingredient","0.8169"
"SMTT00107","ADRB3","None","adrenoceptor beta 3","Beta-3 Adrenergic Receptor","ENSG00000188778","P13945","0.0265471","0.068552","1.0","By_ingredient","0.3627"
"SMTT00110","AFF4","5","AF4/FMR2 Family Member 4","None","ENSG00000072364","None","0.0356241","0.0770765","1.0","By_ingredient","0.2273"
"SMTT00126","AHCY","20","Adenosylhomocysteinase","Adenosylhomocysteinase","ENSG00000101444","P23526","0.00157344","0.0206831","1.0","By_ingredient","0.4901"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.0932226","0.117914","1.0","By_ingredient","0.4674"
"SMTT00140","AKR1C1","None","aldo-keto reductase family 1 member C1","Aldo-keto Reductase Family 1 Member C1","ENSG00000187134","Q04828","0.01841","0.0374227","1.0","By_ingredient","0.2089"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","0.0229967","0.0428653","1.0","By_ingredient","0.4924"
"SMTT00191","AMPD1","1","Adenosine Monophosphate Deaminase 1","None","ENSG00000116748","None","0.0472163","0.0886209","1.0","By_ingredient","0.2218"
"SMTT00232","APOB","2","Apolipoprotein B","None","ENSG00000084674","None","0.0140568","0.0514392","1.0","By_ingredient","0.4397"
"SMTT00238","APP","21","Amyloid Beta Precursor Protein","Amyloid Beta A4 Protein","ENSG00000142192","P05067","0.0379591","0.0796777","1.0","By_ingredient","0.3688"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","0.639955","0.669102","1.0","By_ingredient","4.7832"
"SMTT00287","ATM","11","ATM Serine/threonine Kinase","Serine-protein Kinase ATM","ENSG00000149311","Q13315","0.01841","0.0374227","1.0","By_ingredient","0.1836"
"SMTT00297","ATP5B","None","None","ATP Synthase Subunit Beta, Mitochondrial","None","P06576","0.0244717","0.0444999","1.0","By_ingredient","0.2583"
"SMTT00341","BAD","None","BCL2 associated agonist of cell death","Bcl2-associated Agonist Of Cell Death","ENSG00000002330","Q92934","0.0542277","0.0771129","1.0","By_ingredient","0.1813"
"SMTT00356","BCHE","None","butyrylcholinesterase","Cholinesterase","ENSG00000114200","P06276","0.0210756","0.0405817","1.0","By_ingredient","1.1663"
"SMTT00357","BCKDHA","19","Branched Chain Keto Acid Dehydrogenase E1, Alpha Polypeptide","None","ENSG00000248098","None","0.000214845","0.00561654","1.0","By_ingredient","0.4546"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","0.0031957","0.0152622","1.0","By_ingredient","0.95"
"SMTT00362","BCL2L1","None","BCL2 like 1","Bcl-2-like Protein 1","ENSG00000171552","Q07817","0.0167181","0.0576633","1.0","By_ingredient","0.5318"
"SMTT00380","BIRC5","None","baculoviral IAP repeat containing 5","Baculoviral IAP Repeat-containing Protein 5","ENSG00000089685","O15392","0.0435307","0.0851128","1.0","By_ingredient","0.3113"
"SMTT00399","BRAF","7","B-Raf Proto-oncogene, Serine/threonine Kinase","Serine/threonine-protein Kinase B-raf","ENSG00000157764","P15056","0.0179725","0.0587073","1.0","By_ingredient","0.1724"
"SMTT00458","CALCR","None","calcitonin receptor","Calcitonin Receptor","ENSG00000004948","P30988","0.0472163","0.0886209","1.0","By_ingredient","0.2227"
"SMTT00461","CALM3","19","Calmodulin 3","None","ENSG00000160014","None","0.995282","0.996907","1.0","By_ingredient","0.3671"
"SMTT00477","CASP1","None","caspase 1","Caspase-1","ENSG00000137752","P29466","0.000448094","0.00927868","1.0","By_ingredient","0.5659"
"SMTT00480","CASP3","None","caspase 3","Caspase-3","ENSG00000164305","P42574","0.000761486","0.00743794","1.0","By_ingredient","1.6849"
"SMTT00481","CASP7","None","caspase 7","Caspase-7","ENSG00000165806","P55210","0.0483494","0.0706756","1.0","By_ingredient","0.1732"
"SMTT00482","CASP8","2","Caspase 8","Caspase-8","ENSG00000064012","Q14790","0.0215345","0.0635209","1.0","By_ingredient","0.7676"
