Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00006","AANAT","None","aralkylamine N-acetyltransferase","Serotonin N-acetyltransferase","ENSG00000129673","Q16613","0.0336932","0.0754148","1.0","By_ingredient","0.2148"
"SMTT00049","ACE","17","Angiotensin I Converting Enzyme","Angiotensin-converting Enzyme","ENSG00000159640","P12821","0.00187344","0.0228022","1.0","By_ingredient","0.4211"
"SMTT00050","ACE2","None","angiotensin I converting enzyme 2","Angiotensin-converting Enzyme 2","ENSG00000130234","Q9BYF1","0.0300057","0.0718632","1.0","By_ingredient","0.2135"
"SMTT00052","ACO2","22","Aconitase 2","Aconitate Hydratase, Mitochondrial","ENSG00000100412","Q99798","0.0225889","0.0647543","1.0","By_ingredient","0.2188"
"SMTT00057","ACSF3","16","Acyl-CoA Synthetase Family Member 3","None","ENSG00000176715","None","0.00758647","0.0429588","1.0","By_ingredient","0.2373"
"SMTT00069","ACVR1","2","Activin A Receptor Type 1","Activin Receptor Type-1","ENSG00000115170","Q04771","0.0113583","0.0500184","1.0","By_ingredient","0.2252"
"SMTT00076","ADAM17","2","ADAM Metallopeptidase Domain 17","Disintegrin And Metalloproteinase Domain-containing Protein 17","ENSG00000151694","P78536","0.0410266","0.0826826","1.0","By_ingredient","0.1962"
"SMTT00098","ADK","10","Adenosine Kinase","Adenosine Kinase","ENSG00000156110","P55263","0.0410266","0.0826826","1.0","By_ingredient","0.1938"
"SMTT00108","ADSL","22","Adenylosuccinate Lyase","None","ENSG00000239900","None","0.0113583","0.0500184","1.0","By_ingredient","0.2433"
"SMTT00114","AGBL1","15","ATP/GTP Binding Protein Like 1","None","ENSG00000273540","None","0.0300057","0.0718632","1.0","By_ingredient","0.227"
"SMTT00115","AGBL5","2","ATP/GTP Binding Protein Like 5","None","ENSG00000084693","None","0.0300057","0.0718632","1.0","By_ingredient","0.2265"
"SMTT00152","ALDH1A3","15","Aldehyde Dehydrogenase 1 Family Member A3","Aldehyde Dehydrogenase Family 1 Member A3","ENSG00000184254","P47895","0.0446726","0.0862047","1.0","By_ingredient","0.1933"
"SMTT00156","ALDH4A1","1","Aldehyde Dehydrogenase 4 Family Member A1","Delta-1-pyrroline-5-carboxylate Dehydrogenase, Mitochondrial","ENSG00000159423","P30038","0.0483049","0.0894056","1.0","By_ingredient","0.2213"
"SMTT00157","ALDH5A1","6","Aldehyde Dehydrogenase 5 Family Member A1","Succinate-semialdehyde Dehydrogenase, Mitochondrial","ENSG00000112294","P51649","0.0410266","0.0826826","1.0","By_ingredient","0.2383"
"SMTT00159","ALDH7A1","5","Aldehyde Dehydrogenase 7 Family Member A1","Alpha-aminoadipic Semialdehyde Dehydrogenase","ENSG00000164904","P49419","0.0483049","0.0894056","1.0","By_ingredient","0.2164"
"SMTT00187","AMH","19","Anti-Mullerian Hormone","None","ENSG00000104899","None","0.00758647","0.0429588","1.0","By_ingredient","0.2235"
"SMTT00195","ANG","14","Angiogenin","Angiogenin","ENSG00000214274","P03950","0.0225889","0.0647543","1.0","By_ingredient","0.2243"
"SMTT00239","APRT","16","Adenine Phosphoribosyltransferase","Adenine Phosphoribosyltransferase","ENSG00000198931","P07741","0.0263043","0.0681661","1.0","By_ingredient","0.2373"
"SMTT00250","ARHGDIA","17","Rho GDP Dissociation Inhibitor Alpha","None","ENSG00000141522","None","0.0373668","0.0790397","1.0","By_ingredient","0.2011"
"SMTT00302","ATP6V1B1","2","ATPase H+ Transporting V1 Subunit B1","None","ENSG00000116039","None","0.00758647","0.0429588","1.0","By_ingredient","0.2575"
"SMTT00303","ATP6V1B2","8","ATPase H+ Transporting V1 Subunit B2","V-type Proton ATPase Subunit B, Brain Isoform","ENSG00000147416","P21281","0.00758647","0.0429588","1.0","By_ingredient","0.1987"
"SMTT00304","ATP7A","X","ATPase Copper Transporting Alpha","None","ENSG00000165240","None","0.0113583","0.0500184","1.0","By_ingredient","0.2034"
"SMTT00305","ATP7B","13","ATPase Copper Transporting Beta","None","ENSG00000123191","None","0.015116","0.0555009","1.0","By_ingredient","0.1942"
"SMTT00326","AXIN1","16","Axin 1","Axin-1","ENSG00000103126","O15169","0.0225889","0.0647543","1.0","By_ingredient","0.2166"
"SMTT00327","AXIN2","17","Axin 2","None","ENSG00000168646","None","0.0188595","0.0600777","1.0","By_ingredient","0.198"
"SMTT00362","BCL2L1","None","BCL2 like 1","Bcl-2-like Protein 1","ENSG00000171552","Q07817","0.0452221","0.0867771","1.0","By_ingredient","0.3225"
"SMTT00363","BCL2L2","None","BCL2 like 2","Bcl-2-like Protein 2","ENSG00000129473","Q92843","0.0446726","0.0862047","1.0","By_ingredient","0.2206"
"SMTT00375","BGN","X","Biglycan","None","ENSG00000182492","None","0.0336932","0.0754148","1.0","By_ingredient","0.2042"
"SMTT00388","BMP15","X","Bone Morphogenetic Protein 15","None","ENSG00000130385","None","0.00380038","0.0325625","1.0","By_ingredient","0.2492"
"SMTT00399","BRAF","7","B-Raf Proto-oncogene, Serine/threonine Kinase","Serine/threonine-protein Kinase B-raf","ENSG00000157764","P15056","0.0113583","0.0500184","1.0","By_ingredient","0.1524"
"SMTT00404","BRIP1","17","BRCA1 Interacting Protein C-terminal Helicase 1","None","ENSG00000136492","None","0.0113583","0.0500184","1.0","By_ingredient","0.2196"
"SMTT00456","CAD","2","Carbamoyl-phosphate Synthetase 2, Aspartate Transcarbamylase, And Dihydroorotase","CAD Protein","ENSG00000084774","P27708","0.0410266","0.0826826","1.0","By_ingredient","0.2082"
"SMTT00480","CASP3","None","caspase 3","Caspase-3","ENSG00000164305","P42574","0.0342388","0.075886","1.0","By_ingredient","0.6624"
"SMTT00551","CD79B","17","CD79b Molecule","None","ENSG00000007312","None","0.00758647","0.0429588","1.0","By_ingredient","0.2214"
"SMTT00571","CDK5","7","Cyclin Dependent Kinase 5","Cyclin-dependent-like Kinase 5","ENSG00000164885","Q00535","0.0410266","0.0826826","1.0","By_ingredient","0.1793"
"SMTT00572","CDK5R1","None","cyclin dependent kinase 5 regulatory subunit 1","Cyclin-dependent Kinase 5 Activator 1","ENSG00000176749","Q15078","0.015116","0.0555009","1.0","By_ingredient","0.1975"
"SMTT00593","CEL","9","Carboxyl Ester Lipase","Bile Salt-activated Lipase","ENSG00000170835","P19835","0.0446726","0.0862047","1.0","By_ingredient","0.1911"
"SMTT00629","CHKB","22","Choline Kinase Beta","None","ENSG00000100288","None","0.015116","0.0555009","1.0","By_ingredient","0.1977"
"SMTT00638","CHRNA1","2","Cholinergic Receptor Nicotinic Alpha 1 Subunit","Acetylcholine Receptor Subunit Alpha","ENSG00000138435","P02708","0.0336932","0.0754148","1.0","By_ingredient","0.2147"
"SMTT00641","CHRNA6","None","cholinergic receptor nicotinic alpha 6 subunit","Neuronal Acetylcholine Receptor Subunit Alpha-6","ENSG00000147434","Q15825","0.0373668","0.0790397","1.0","By_ingredient","0.1789"
"SMTT00643","CHRNA9","None","cholinergic receptor nicotinic alpha 9 subunit","Neuronal Acetylcholine Receptor Subunit Alpha-9","ENSG00000174343","Q9UGM1","0.0336932","0.0754148","1.0","By_ingredient","0.1715"
"SMTT00644","CHRNB1","17","Cholinergic Receptor Nicotinic Beta 1 Subunit","Acetylcholine Receptor Subunit Beta","ENSG00000170175","P11230","0.0373668","0.0790397","1.0","By_ingredient","0.192"
"SMTT00645","CHRNB2","1","Cholinergic Receptor Nicotinic Beta 2 Subunit","Neuronal Acetylcholine Receptor Subunit Beta-2","ENSG00000160716","P17787","0.0373668","0.0790397","1.0","By_ingredient","0.1804"
"SMTT00646","CHRND","2","Cholinergic Receptor Nicotinic Delta Subunit","Acetylcholine Receptor Subunit Delta","ENSG00000135902","Q07001","0.0300057","0.0718632","1.0","By_ingredient","0.193"
"SMTT00647","CHRNE","17","Cholinergic Receptor Nicotinic Epsilon Subunit","Acetylcholine Receptor Subunit Epsilon","ENSG00000108556","Q04844","0.0300057","0.0718632","1.0","By_ingredient","0.2033"
"SMTT00648","CHRNG","2","Cholinergic Receptor Nicotinic Gamma Subunit","Acetylcholine Receptor Subunit Gamma","ENSG00000196811","P07510","0.0300057","0.0718632","1.0","By_ingredient","0.2085"
"SMTT00675","CLEC7A","12","C-type Lectin Domain Containing 7A","None","ENSG00000172243","None","0.0336932","0.0754148","1.0","By_ingredient","0.2074"
"SMTT00688","CMA1","None","chymase 1","Chymase","ENSG00000092009","P23946","0.0315509","0.0735236","1.0","By_ingredient","0.3559"
"SMTT00703","COA6","1","Cytochrome C Oxidase Assembly Factor 6","None","ENSG00000168275","None","0.0188595","0.0600777","1.0","By_ingredient","0.2594"
"SMTT00715","COL11A2","6","Collagen Type XI Alpha 2 Chain","None","ENSG00000204248","None","0.0446726","0.0862047","1.0","By_ingredient","0.1702"
"SMTT00765","COX4I2","20","Cytochrome C Oxidase Subunit 4I2","None","ENSG00000131055","None","0.00758647","0.0429588","1.0","By_ingredient","0.2478"
"SMTT00766","COX6A1","12","Cytochrome C Oxidase Subunit 6A1","None","ENSG00000111775","None","0.0225889","0.0647543","1.0","By_ingredient","0.2437"
"SMTT00767","COX6B1","19","Cytochrome C Oxidase Subunit 6B1","Cytochrome C Oxidase Subunit 6B1","ENSG00000126267","P14854","0.00758647","0.0429588","1.0","By_ingredient","0.2422"
"SMTT00768","COX7B","X","Cytochrome C Oxidase Subunit 7B","Cytochrome C Oxidase Subunit 7B, Mitochondrial","ENSG00000131174","P24311","0.0113583","0.0500184","1.0","By_ingredient","0.2288"
"SMTT00769","CP","3","Ceruloplasmin","Ceruloplasmin","ENSG00000047457","P00450","0.0410266","0.0826826","1.0","By_ingredient","0.2032"
"SMTT00770","CPA1","7","Carboxypeptidase A1","Carboxypeptidase A1","ENSG00000091704","P15085","0.0410266","0.0826826","1.0","By_ingredient","0.2165"
"SMTT00771","CPA6","8","Carboxypeptidase A6","None","ENSG00000165078","None","0.0300057","0.0718632","1.0","By_ingredient","0.2439"
"SMTT00773","CPLX1","4","Complexin 1","None","ENSG00000168993","None","0.0113583","0.0500184","1.0","By_ingredient","0.2118"
