Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00011","ABCA1","9","ATP Binding Cassette Subfamily A Member 1","ATP-binding Cassette Sub-family A Member 1","ENSG00000165029","O95477","0.0308052","0.0726718","1.0","By_ingredient","0.3289"
"SMTT00016","ABCB1","None","ATP binding cassette subfamily B member 1","Multidrug Resistance Protein 1","ENSG00000085563","P08183","0.143462","0.169401","1.0","By_ingredient","0.1967"
"SMTT00017","ABCB11","2","ATP Binding Cassette Subfamily B Member 11","Bile Salt Export Pump","ENSG00000073734","O95342","0.00924151","0.0462174","1.0","By_ingredient","0.3088"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.0270898","0.0616815","1.0","By_ingredient","0.3182"
"SMTT00032","ABCG2","None","ATP binding cassette subfamily G member 2 (Junior blood group)","ATP-binding Cassette Sub-family G Member 2","ENSG00000118777","Q9UNQ0","0.00339582","0.0313656","1.0","By_ingredient","0.6283"
"SMTT00034","ABCG8","2","ATP Binding Cassette Subfamily G Member 8","None","ENSG00000143921","None","0.0450427","0.0866286","1.0","By_ingredient","0.1699"
"SMTT00038","ACACA","17","Acetyl-CoA Carboxylase Alpha","Acetyl-CoA Carboxylase 1","ENSG00000278540","Q13085","0.0399185","0.0616815","1.0","By_ingredient","0.1682"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","2.47737e-32","1.11352e-28","1.02444e-26","By_ingredient","15.0802"
"SMTT00056","ACPP","None","acid phosphatase, prostate","Prostatic Acid Phosphatase","ENSG00000014257","P15309","0.0554388","0.0783598","1.0","By_ingredient","0.1811"
"SMTT00089","ADCY2","None","adenylate cyclase 2","Adenylate Cyclase Type 2","ENSG00000078295","Q08462","0.00811349","0.0239993","1.0","By_ingredient","0.1843"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","1.3393e-06","6.09204e-05","0.118429","By_ingredient","3.1572"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.0106153","0.0487379","1.0","By_ingredient","1.7859"
