Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
SMTT00032,ABCG2,None,ATP binding cassette subfamily G member 2 (Junior blood group),ATP-binding Cassette Sub-family G Member 2,ENSG00000118777,Q9UNQ0,0.0424061,0.0643651,1,By_ingredient,0.1435
SMTT00038,ACACA,17,Acetyl-CoA Carboxylase Alpha,Acetyl-CoA Carboxylase 1,ENSG00000278540,Q13085,0.0354645,0.0568652,1,By_ingredient,0.1674
SMTT02777,PTGS2,None,prostaglandin-endoperoxide synthase 2,Prostaglandin G/H Synthase 2,ENSG00000073756,P35354,4.31E-19,4.27E-16,3.81E-14,By_ingredient,17.1129
SMTT00056,ACPP,None,"acid phosphatase, prostate",Prostatic Acid Phosphatase,ENSG00000014257,P15309,0.0492981,0.0716865,1,By_ingredient,0.1802
SMTT00051,ACHE,None,acetylcholinesterase (Cartwright blood group),Acetylcholinesterase,ENSG00000087085,P22303,1.95E-30,7.25E-27,8.04E-25,By_ingredient,16.6609
SMTT00103,ADRA2A,None,adrenoceptor alpha 2A,Alpha-2A Adrenergic Receptor,ENSG00000150594,P08913,0.0546455,0.0775947,1,By_ingredient,1.0348
SMTT00105,ADRB1,None,adrenoceptor beta 1,Beta-1 Adrenergic Receptor,ENSG00000043591,P08588,0.491959,0.52415,1,By_ingredient,0.6615
SMTT00106,ADRB2,None,adrenoceptor beta 2,Beta-2 Adrenergic Receptor,ENSG00000169252,P07550,0.0958982,0.120708,1,By_ingredient,2.2863
SMTT00129,AHR,None,aryl hydrocarbon receptor,Aryl Hydrocarbon Receptor,ENSG00000106546,P35869,0.0454755,0.0870507,1,By_ingredient,0.332
SMTT00139,AKR1B1,None,aldo-keto reductase family 1 member B,Aldose Reductase,ENSG00000085662,P15121,0.45152,0.483742,1,By_ingredient,0.7002
SMTT00144,AKT1,14,AKT Serine/threonine Kinase 1,RAC-alpha Serine/threonine-protein Kinase,ENSG00000142208,P31749,0.240168,0.268824,1,By_ingredient,0.6629
SMTT00172,ALK,2,ALK Receptor Tyrosine Kinase,ALK Tyrosine Kinase Receptor,ENSG00000171094,Q9UM73,0.0306613,0.0725057,1,By_ingredient,0.1979
SMTT06129,DPP4,None,dipeptidyl peptidase 4,None,ENSG00000197635,None,5.17E-15,3.41E-12,2.14E-09,By_ingredient,15.0125
SMTT00199,ANK3,10,Ankyrin 3,None,ENSG00000151150,None,0.0145758,0.0545099,1,By_ingredient,0.4075
SMTT00219,AP2S1,19,Adaptor Related Protein Complex 2 Sigma 1 Subunit,None,ENSG00000042753,None,0.0406721,0.082294,1,By_ingredient,0.2054
SMTT02747,PRSS1,7,Serine Protease 1,Trypsin-1,ENSG00000204983,P07477,1.13E-11,4.30E-09,4.68E-06,By_ingredient,14.9444
SMTT00279,ASXL1,20,"Additional Sex Combs Like 1, Transcriptional Regulator",None,ENSG00000171456,None,0.0306613,0.0725057,1,By_ingredient,0.2026
SMTT00299,ATP6AP2,X,ATPase H+ Transporting Accessory Protein 2,None,ENSG00000182220,None,0.0406721,0.082294,1,By_ingredient,0.2074
