Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
SMTT02777,PTGS2,None,prostaglandin-endoperoxide synthase 2,Prostaglandin G/H Synthase 2,ENSG00000073756,P35354,7.39E-14,3.19E-11,6.53E-09,By_ingredient,7.2243
SMTT00010,ABAT,16,4-aminobutyrate Aminotransferase,"4-aminobutyrate Aminotransferase, Mitochondrial",ENSG00000183044,P80404,0.256869,0.285899,1,By_ingredient,0.1882
SMTT02747,PRSS1,7,Serine Protease 1,Trypsin-1,ENSG00000204983,P07477,7.86E-09,1.47E-06,0.0032521,By_ingredient,6.8827
SMTT06129,DPP4,None,dipeptidyl peptidase 4,None,ENSG00000197635,None,2.31E-11,8.20E-09,9.56E-06,By_ingredient,6.8564
SMTT00244,AR,X,Androgen Receptor,Androgen Receptor,ENSG00000169083,P10275,8.86E-07,8.26E-05,0.366533,By_ingredient,6.6825
SMTT00026,ABCC8,11,ATP Binding Cassette Subfamily C Member 8,ATP-binding Cassette Sub-family C Member 8,ENSG00000006071,Q09428,0.033358,0.0751434,1,By_ingredient,0.2647
SMTT01141,ESR1,6,Estrogen Receptor 1,Estrogen Receptor,ENSG00000091831,P03372,3.86E-09,7.90E-07,0.00159667,By_ingredient,6.5834
SMTT00038,ACACA,17,Acetyl-CoA Carboxylase Alpha,Acetyl-CoA Carboxylase 1,ENSG00000278540,Q13085,0.0154686,0.0339576,1,By_ingredient,0.1755
SMTT00436,CA2,8,Carbonic Anhydrase 2,Carbonic Anhydrase 2,ENSG00000104267,P00918,1.46E-11,5.42E-09,6.04E-06,By_ingredient,6.1874
SMTT02349,NOS2,None,nitric oxide synthase 2,"Nitric Oxide Synthase, Inducible",ENSG00000007171,P35228,9.60E-10,2.29E-07,0.00039698,By_ingredient,5.5739
SMTT00569,CDK2,None,cyclin dependent kinase 2,Cyclin-dependent Kinase 2,ENSG00000123374,P24941,5.02E-10,1.29E-07,0.00020752,By_ingredient,4.2571
SMTT02776,PTGS1,None,prostaglandin-endoperoxide synthase 1,Prostaglandin G/H Synthase 1,ENSG00000095303,P23219,1.20E-08,1.46E-06,0.00106056,By_ingredient,4.1465
SMTT02681,PPARG,3,Peroxisome Proliferator Activated Receptor Gamma,Peroxisome Proliferator-activated Receptor Gamma,ENSG00000132170,P37231,1.69E-10,4.94E-08,6.98E-05,By_ingredient,4.1355
SMTT08542,NCOA2,None,nuclear receptor coactivator 2,None,ENSG00000140396,None,6.95E-09,1.32E-06,0.00287345,By_ingredient,3.7911
SMTT01483,GSK3B,None,glycogen synthase kinase 3 beta,Glycogen Synthase Kinase-3 Beta,ENSG00000082701,P49841,5.40E-10,1.38E-07,0.000223375,By_ingredient,3.7821
SMTT00129,AHR,None,aryl hydrocarbon receptor,Aryl Hydrocarbon Receptor,ENSG00000106546,P35869,0.0486758,0.0710564,1,By_ingredient,0.1571
SMTT00520,CCNA2,None,cyclin A2,Cyclin-A2,ENSG00000145386,P20248,4.95E-10,1.27E-07,0.000204554,By_ingredient,3.6947
SMTT00142,AKR1C3,None,aldo-keto reductase family 1 member C3,Aldo-keto Reductase Family 1 Member C3,ENSG00000196139,P42330,0.0104417,0.0411161,1,By_ingredient,0.3047
SMTT01142,ESR2,None,estrogen receptor 2,Estrogen Receptor Beta,ENSG00000140009,Q92731,3.71E-08,5.72E-06,0.0153503,By_ingredient,3.6785
SMTT00175,ALOX5,None,arachidonate 5-lipoxygenase,Arachidonate 5-lipoxygenase,ENSG00000012779,P09917,0.08935,0.11383,1,By_ingredient,0.1424
SMTT00177,ALPL,1,"Alkaline Phosphatase, Liver/bone/kidney","Alkaline Phosphatase, Tissue-nonspecific Isozyme",ENSG00000162551,P05186,0.0442306,0.0857524,1,By_ingredient,0.1578
SMTT02584,PIM1,None,"Pim-1 proto-oncogene, serine/threonine kinase",Serine/threonine-protein Kinase Pim-1,ENSG00000137193,P11309,2.40E-06,0.000188733,0.991794,By_ingredient,3.337
SMTT00232,APOB,2,Apolipoprotein B,None,ENSG00000084674,None,0.0154686,0.0339576,1,By_ingredient,0.1881
SMTT00238,APP,21,Amyloid Beta Precursor Protein,Amyloid Beta A4 Protein,ENSG00000142192,P05067,0.0367299,0.0582694,1,By_ingredient,0.1771
SMTT00051,ACHE,None,acetylcholinesterase (Cartwright blood group),Acetylcholinesterase,ENSG00000087085,P22303,0.000201914,0.00238412,1,By_ingredient,3.2456
SMTT00295,ATP2C1,3,ATPase Secretory Pathway Ca2+ Transporting 1,Calcium-transporting ATPase Type 2C Member 1,ENSG00000017260,P98194,0.0307018,0.0516852,1,By_ingredient,0.1965
SMTT00321,AURKA,None,aurora kinase A,Aurora Kinase A,ENSG00000087586,O14965,0.0442306,0.0857524,1,By_ingredient,0.1754
SMTT03005,SCN5A,3,Sodium Voltage-gated Channel Alpha Subunit 5,Sodium Channel Protein Type 5 Subunit Alpha,ENSG00000183873,Q14524,7.96E-07,4.13E-05,0.0703505,By_ingredient,2.9456
SMTT06122,DPEP1,None,dipeptidase 1,None,ENSG00000015413,None,1.32E-05,0.000724402,1,By_ingredient,2.9013
SMTT00106,ADRB2,None,adrenoceptor beta 2,Beta-2 Adrenergic Receptor,ENSG00000169252,P07550,1.50E-07,1.14E-05,0.013257,By_ingredient,2.6505
SMTT00380,BIRC5,None,baculoviral IAP repeat containing 5,Baculoviral IAP Repeat-containing Protein 5,ENSG00000089685,O15392,0.0516394,0.0743256,1,By_ingredient,0.1581
SMTT05516,CHEK1,None,checkpoint kinase 1,None,ENSG00000149554,None,1.51E-06,0.000128571,0.623442,By_ingredient,2.6413
SMTT00412,BUB1,2,BUB1 Mitotic Checkpoint Serine/threonine Kinase,None,ENSG00000169679,None,0.0297066,0.0716261,1,By_ingredient,0.1577
SMTT00422,C1S,12,Complement C1s,Complement C1s Subcomponent,ENSG00000182326,P09871,0.0294251,0.0713578,1,By_ingredient,0.2549
SMTT00423,C2,6,Complement C2,None,ENSG00000166278,None,0.030193,0.07204,1,By_ingredient,0.2435
SMTT00461,CALM3,19,Calmodulin 3,None,ENSG00000160014,None,4.14E-09,6.02E-07,0.000365893,By_ingredient,2.6346
SMTT08093,MAPK14,None,mitogen-activated protein kinase 14,None,ENSG00000112062,None,3.33E-06,0.000244816,1,By_ingredient,2.6142
SMTT00444,CACNA1B,9,Calcium Voltage-gated Channel Subunit Alpha1 B,Voltage-dependent N-type Calcium Channel Subunit Alpha-1B,ENSG00000148408,Q00975,0.011244,0.0500184,1,By_ingredient,0.186
SMTT00445,CACNA1C,12,Calcium Voltage-gated Channel Subunit Alpha1 C,Voltage-dependent L-type Calcium Channel Subunit Alpha-1C,ENSG00000151067,Q13936,0.0223629,0.0644327,1,By_ingredient,0.1791
SMTT00446,CACNA1D,3,Calcium Voltage-gated Channel Subunit Alpha1 D,Voltage-dependent L-type Calcium Channel Subunit Alpha-1D,ENSG00000157388,Q01668,0.0149641,0.0553593,1,By_ingredient,0.1612
SMTT00447,CACNA1F,X,Calcium Voltage-gated Channel Subunit Alpha1 F,Voltage-dependent L-type Calcium Channel Subunit Alpha-1F,ENSG00000102001,O60840,0.011244,0.0500184,1,By_ingredient,0.1775
SMTT01320,GABRA1,5,Gamma-aminobutyric Acid Type A Receptor Alpha1 Subunit,Gamma-aminobutyric Acid Receptor Subunit Alpha-1,ENSG00000022355,P14867,0.00872633,0.0448525,1,By_ingredient,2.4457
SMTT00449,CACNA1H,None,calcium voltage-gated channel subunit alpha1 H,Voltage-dependent T-type Calcium Channel Subunit Alpha-1H,ENSG00000196557,O95180,0.0260416,0.0677801,1,By_ingredient,0.1695
SMTT00450,CACNA1S,1,Calcium Voltage-gated Channel Subunit Alpha1 S,Voltage-dependent L-type Calcium Channel Subunit Alpha-1S,ENSG00000081248,Q13698,0.0406199,0.082294,1,By_ingredient,0.1945
SMTT04489,ADRA1B,None,adrenoceptor alpha 1B,None,ENSG00000170214,None,5.27E-06,0.000351666,1,By_ingredient,2.4199
SMTT00636,CHRM1,None,cholinergic receptor muscarinic 1,Muscarinic Acetylcholine Receptor M1,ENSG00000168539,P11229,0.000787668,0.00611963,1,By_ingredient,2.0743
SMTT00481,CASP7,None,caspase 7,Caspase-7,ENSG00000165806,P55210,0.0246365,0.0446714,1,By_ingredient,0.1599
SMTT03193,SLC6A2,16,Solute Carrier Family 6 Member 2,Sodium-dependent Noradrenaline Transporter,ENSG00000103546,P23975,4.00E-05,0.000772552,1,By_ingredient,1.8531
