Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","0.367619","0.398966","1.0","By_ingredient","1.1646"
"SMTT00060","ACTA1","1","Actin, Alpha 1, Skeletal Muscle","Actin, Alpha Skeletal Muscle","ENSG00000143632","P68133","0.000484962","0.00980832","1.0","By_ingredient","0.4314"
"SMTT00061","ACTA2","10","Actin, Alpha 2, Smooth Muscle, Aorta","Actin, Aortic Smooth Muscle","ENSG00000107796","P62736","0.00196724","0.0233139","1.0","By_ingredient","0.4298"
"SMTT00062","ACTB","7","Actin Beta","Actin, Cytoplasmic 1","ENSG00000075624","P60709","0.00115546","0.0171959","1.0","By_ingredient","0.4161"
"SMTT00063","ACTC1","15","Actin, Alpha, Cardiac Muscle 1","None","ENSG00000159251","None","0.000420892","0.00891688","1.0","By_ingredient","0.4384"
"SMTT00064","ACTG1","17","Actin Gamma 1","Actin, Cytoplasmic 2","ENSG00000184009","P63261","0.000484962","0.00980832","1.0","By_ingredient","0.4246"
"SMTT00065","ACTG2","2","Actin, Gamma 2, Smooth Muscle, Enteric","None","ENSG00000163017","None","0.000484962","0.00980832","1.0","By_ingredient","0.4462"
"SMTT00073","ADA","20","Adenosine Deaminase","Adenosine Deaminase","ENSG00000196839","P00813","0.000209308","0.00555145","1.0","By_ingredient","0.4607"
"SMTT00074","ADA2","22","Adenosine Deaminase 2","None","ENSG00000093072","None","4.68413e-05","0.00189677","1.0","By_ingredient","0.4533"
"SMTT00085","ADAR","1","Adenosine Deaminase, RNA Specific","None","ENSG00000160710","None","4.70397e-06","0.000322289","1.0","By_ingredient","0.4808"
"SMTT00086","ADAT3","19","Adenosine Deaminase, tRNA Specific 3","None","ENSG00000213638","None","0.0108936","0.0494015","1.0","By_ingredient","0.2158"
