Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
SMTT02747,PRSS1,7,Serine Protease 1,Trypsin-1,ENSG00000204983,P07477,1.56E-08,2.71E-06,0.00644779,By_ingredient,7.2883
SMTT00038,ACACA,17,Acetyl-CoA Carboxylase Alpha,Acetyl-CoA Carboxylase 1,ENSG00000278540,Q13085,0.0159725,0.0343843,1,By_ingredient,0.17
SMTT02777,PTGS2,None,prostaglandin-endoperoxide synthase 2,Prostaglandin G/H Synthase 2,ENSG00000073756,P35354,9.20E-08,1.25E-05,0.0380575,By_ingredient,6.3834
SMTT00056,ACPP,None,"acid phosphatase, prostate",Prostatic Acid Phosphatase,ENSG00000014257,P15309,0.022291,0.041988,1,By_ingredient,0.183
SMTT00244,AR,X,Androgen Receptor,Androgen Receptor,ENSG00000169083,P10275,0.000241953,0.00611603,1,By_ingredient,5.839
SMTT00102,ADRA1A,None,adrenoceptor alpha 1A,Alpha-1A Adrenergic Receptor,ENSG00000120907,P35348,0.0266706,0.047061,1,By_ingredient,0.8208
SMTT02349,NOS2,None,nitric oxide synthase 2,"Nitric Oxide Synthase, Inducible",ENSG00000007171,P35228,1.48E-09,3.37E-07,0.000613968,By_ingredient,5.8213
SMTT00436,CA2,8,Carbonic Anhydrase 2,Carbonic Anhydrase 2,ENSG00000104267,P00918,4.06E-08,6.19E-06,0.0167929,By_ingredient,5.6423
SMTT06129,DPP4,None,dipeptidyl peptidase 4,None,ENSG00000197635,None,5.98E-06,0.000389998,1,By_ingredient,5.6275
SMTT00569,CDK2,None,cyclin dependent kinase 2,Cyclin-dependent Kinase 2,ENSG00000123374,P24941,4.96E-13,2.42E-10,2.05E-07,By_ingredient,5.4899
SMTT00120,AGPS,2,Alkylglycerone Phosphate Synthase,None,ENSG00000018510,None,0.0357024,0.0771659,1,By_ingredient,0.2547
SMTT01141,ESR1,6,Estrogen Receptor 1,Estrogen Receptor,ENSG00000091831,P03372,0.00019846,0.00327708,1,By_ingredient,5.3439
SMTT00124,AGTR2,X,Angiotensin II Receptor Type 2,Type-2 Angiotensin II Receptor,ENSG00000180772,P50052,0.0148407,0.0550504,1,By_ingredient,0.3364
SMTT02776,PTGS1,None,prostaglandin-endoperoxide synthase 1,Prostaglandin G/H Synthase 1,ENSG00000095303,P23219,9.04E-10,2.17E-07,0.000373869,By_ingredient,5.1984
SMTT00139,AKR1B1,None,aldo-keto reductase family 1 member B,Aldose Reductase,ENSG00000085662,P15121,0.234953,0.26342,1,By_ingredient,0.1556
SMTT00051,ACHE,None,acetylcholinesterase (Cartwright blood group),Acetylcholinesterase,ENSG00000087085,P22303,2.12E-05,0.00104956,1,By_ingredient,4.3424
SMTT02681,PPARG,3,Peroxisome Proliferator Activated Receptor Gamma,Peroxisome Proliferator-activated Receptor Gamma,ENSG00000132170,P37231,4.37E-09,8.82E-07,0.00180616,By_ingredient,4.2063
