Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
SMTT00052,ACO2,22,Aconitase 2,"Aconitate Hydratase, Mitochondrial",ENSG00000100412,Q99798,0.046302,0.0876643,1,By_ingredient,0.2094
SMTT00057,ACSF3,16,Acyl-CoA Synthetase Family Member 3,None,ENSG00000176715,None,0.0156773,0.0561623,1,By_ingredient,0.227
SMTT00061,ACTA2,10,"Actin, Alpha 2, Smooth Muscle, Aorta","Actin, Aortic Smooth Muscle",ENSG00000107796,P62736,0.029337,0.0501549,1,By_ingredient,0.2225
SMTT00069,ACVR1,2,Activin A Receptor Type 1,Activin Receptor Type-1,ENSG00000115170,Q04771,0.023424,0.0651498,1,By_ingredient,0.2154
SMTT00102,ADRA1A,None,adrenoceptor alpha 1A,Alpha-1A Adrenergic Receptor,ENSG00000120907,P35348,0.928683,0.938988,1,By_ingredient,0.5244
SMTT00108,ADSL,22,Adenylosuccinate Lyase,None,ENSG00000239900,None,0.023424,0.0651498,1,By_ingredient,0.2328
SMTT00129,AHR,None,aryl hydrocarbon receptor,Aryl Hydrocarbon Receptor,ENSG00000106546,P35869,0.00278119,0.0141983,1,By_ingredient,0.3958
SMTT00142,AKR1C3,None,aldo-keto reductase family 1 member C3,Aldo-keto Reductase Family 1 Member C3,ENSG00000196139,P42330,0.034143,0.0554434,1,By_ingredient,0.3827
SMTT00144,AKT1,14,AKT Serine/threonine Kinase 1,RAC-alpha Serine/threonine-protein Kinase,ENSG00000142208,P31749,0.171995,0.198806,1,By_ingredient,0.7014
SMTT00150,ALB,4,Albumin,Serum Albumin,ENSG00000163631,P02768,0.0203668,0.0617353,1,By_ingredient,0.6043
SMTT00187,AMH,19,Anti-Mullerian Hormone,None,ENSG00000104899,None,0.0156773,0.0561623,1,By_ingredient,0.2139
SMTT00194,AMY2A,None,"amylase, alpha 2A (pancreatic)",Pancreatic Alpha-amylase,ENSG00000243480,P04746,0.000469203,0.00957151,1,By_ingredient,1.0513
SMTT00195,ANG,14,Angiogenin,Angiogenin,ENSG00000214274,P03950,0.046302,0.0876643,1,By_ingredient,0.2146
SMTT00214,ANTXR2,4,Anthrax Toxin Receptor 2,Anthrax Toxin Receptor 2,ENSG00000163297,P58335,0.00494974,0.0188592,1,By_ingredient,0.2094
SMTT00244,AR,X,Androgen Receptor,Androgen Receptor,ENSG00000169083,P10275,0.988646,0.991431,1,By_ingredient,6.1379
SMTT00302,ATP6V1B1,2,ATPase H+ Transporting V1 Subunit B1,None,ENSG00000116039,None,0.0156773,0.0561623,1,By_ingredient,0.2464
SMTT00303,ATP6V1B2,8,ATPase H+ Transporting V1 Subunit B2,"V-type Proton ATPase Subunit B, Brain Isoform",ENSG00000147416,P21281,0.0156773,0.0561623,1,By_ingredient,0.1901
SMTT00304,ATP7A,X,ATPase Copper Transporting Alpha,None,ENSG00000165240,None,0.023424,0.0651498,1,By_ingredient,0.1946
SMTT00305,ATP7B,13,ATPase Copper Transporting Beta,None,ENSG00000123191,None,0.0311101,0.0728685,1,By_ingredient,0.1858
SMTT00326,AXIN1,16,Axin 1,Axin-1,ENSG00000103126,O15169,0.046302,0.0876643,1,By_ingredient,0.2072
SMTT00327,AXIN2,17,Axin 2,None,ENSG00000168646,None,0.0387359,0.0801123,1,By_ingredient,0.1895
SMTT00341,BAD,None,BCL2 associated agonist of cell death,Bcl2-associated Agonist Of Cell Death,ENSG00000002330,Q92934,0.0106668,0.0488433,1,By_ingredient,0.4219
SMTT00356,BCHE,None,butyrylcholinesterase,Cholinesterase,ENSG00000114200,P06276,0.360555,0.391887,1,By_ingredient,0.7843
SMTT00361,BCL2,18,"BCL2, Apoptosis Regulator",Apoptosis Regulator Bcl-2,ENSG00000171791,P10415,9.17E-06,0.000264592,0.810445,By_ingredient,1.7779
SMTT00362,BCL2L1,None,BCL2 like 1,Bcl-2-like Protein 1,ENSG00000171552,Q07817,0.0332935,0.0750398,1,By_ingredient,0.5739
SMTT00369,BDNF,11,Brain Derived Neurotrophic Factor,Brain-derived Neurotrophic Factor,ENSG00000176697,P23560,0.0450712,0.0856835,1,By_ingredient,0.4081
SMTT00388,BMP15,X,Bone Morphogenetic Protein 15,None,ENSG00000130385,None,0.00786948,0.0435328,1,By_ingredient,0.2384
SMTT00404,BRIP1,17,BRCA1 Interacting Protein C-terminal Helicase 1,None,ENSG00000136492,None,0.023424,0.0651498,1,By_ingredient,0.2101
SMTT00436,CA2,8,Carbonic Anhydrase 2,Carbonic Anhydrase 2,ENSG00000104267,P00918,0.947505,0.955821,1,By_ingredient,3.4601
SMTT00480,CASP3,None,caspase 3,Caspase-3,ENSG00000164305,P42574,0.00336285,0.015708,1,By_ingredient,1.3192
SMTT00481,CASP7,None,caspase 7,Caspase-7,ENSG00000165806,P55210,0.0469785,0.0883107,1,By_ingredient,0.3902
SMTT00482,CASP8,2,Caspase 8,Caspase-8,ENSG00000064012,Q14790,0.138406,0.164312,1,By_ingredient,0.3935
SMTT00487,CAT,11,Catalase,Catalase,ENSG00000121691,P04040,0.223833,0.252095,1,By_ingredient,0.1778
SMTT00494,CBS,21,Cystathionine-beta-synthase,Cystathionine Beta-synthase,ENSG00000160200,P35520,0.00775424,0.0434475,1,By_ingredient,0.3947
SMTT00521,CCND1,11,Cyclin D1,G1/S-specific Cyclin-D1,ENSG00000110092,P24385,0.196333,0.223823,1,By_ingredient,0.3775
SMTT00546,CD40,20,CD40 Molecule,Tumor Necrosis Factor Receptor Superfamily Member 5,ENSG00000101017,P25942,0.0245074,0.0445103,1,By_ingredient,0.2146
SMTT00551,CD79B,17,CD79b Molecule,None,ENSG00000007312,None,0.0156773,0.0561623,1,By_ingredient,0.2118
SMTT00552,CD80,None,CD80 molecule,T-lymphocyte Activation Antigen CD80,ENSG00000121594,P33681,0.0389255,0.0606537,1,By_ingredient,0.2113
SMTT00554,CD86,None,CD86 molecule,T-lymphocyte Activation Antigen CD86,ENSG00000114013,P42081,0.034143,0.0554434,1,By_ingredient,0.2101
SMTT00563,CDH1,16,Cadherin 1,None,ENSG00000039068,None,0.0147766,0.0330747,1,By_ingredient,0.2412
SMTT00570,CDK4,12,Cyclin Dependent Kinase 4,Cyclin-dependent Kinase 4,ENSG00000135446,P11802,0.138406,0.164312,1,By_ingredient,0.1792
SMTT00572,CDK5R1,None,cyclin dependent kinase 5 regulatory subunit 1,Cyclin-dependent Kinase 5 Activator 1,ENSG00000176749,Q15078,0.00494974,0.0188592,1,By_ingredient,0.2369
SMTT00577,CDKN1A,6,Cyclin Dependent Kinase Inhibitor 1A,Cyclin-dependent Kinase Inhibitor 1,ENSG00000124762,P38936,0.0119546,0.0404344,1,By_ingredient,0.9368
SMTT00612,CETP,16,Cholesteryl Ester Transfer Protein,Cholesteryl Ester Transfer Protein,ENSG00000087237,P11597,0.00987523,0.0265479,1,By_ingredient,0.1711
SMTT00629,CHKB,22,Choline Kinase Beta,None,ENSG00000100288,None,0.0311101,0.0728685,1,By_ingredient,0.2013
SMTT00636,CHRM1,None,cholinergic receptor muscarinic 1,Muscarinic Acetylcholine Receptor M1,ENSG00000168539,P11229,0.980759,0.984837,1,By_ingredient,1.0971
SMTT00721,COL1A1,17,Collagen Type I Alpha 1 Chain,Collagen Alpha-1(I) Chain,ENSG00000108821,P02452,0.00182534,0.0110243,1,By_ingredient,0.5862
SMTT00748,COMT,22,Catechol-O-methyltransferase,Catechol O-methyltransferase,ENSG00000093010,P21964,0.0245074,0.0445103,1,By_ingredient,0.2207
SMTT00775,CPOX,3,Coproporphyrinogen Oxidase,None,ENSG00000080819,None,0.023424,0.0651498,1,By_ingredient,0.2024
SMTT00793,CRP,None,C-reactive protein,C-reactive Protein,ENSG00000132693,P02741,0.0196539,0.0387969,1,By_ingredient,0.1978
SMTT00808,CRYM,16,Crystallin Mu,Ketimine Reductase Mu-crystallin,ENSG00000103316,Q14894,0.023424,0.0651498,1,By_ingredient,0.2249
SMTT00821,CTBP1,4,C-terminal Binding Protein 1,C-terminal-binding Protein 1,ENSG00000159692,Q13363,0.00266035,0.0275412,1,By_ingredient,0.4078
SMTT00838,CTSD,11,Cathepsin D,Cathepsin D,ENSG00000117984,P07339,0.509416,0.541354,1,By_ingredient,0.5658
SMTT00851,CXCL8,None,C-X-C motif chemokine ligand 8,Interleukin-8,ENSG00000169429,P10145,0.00842931,0.02451,1,By_ingredient,1.016
SMTT00863,CYP17A1,10,Cytochrome P450 Family 17 Subfamily A Member 1,"Steroid 17-alpha-hydroxylase/17,20 Lyase",ENSG00000148795,P05093,0.00494974,0.0188592,1,By_ingredient,0.2064
SMTT00865,CYP1A1,None,cytochrome P450 family 1 subfamily A member 1,Cytochrome P450 1A1,ENSG00000140465,P04798,0.000315433,0.00324946,1,By_ingredient,0.5803
SMTT00866,CYP1A2,None,cytochrome P450 family 1 subfamily A member 2,Cytochrome P450 1A2,ENSG00000140505,P05177,0.0361987,0.0777907,1,By_ingredient,0.5471
SMTT00883,CYP3A4,None,cytochrome P450 family 3 subfamily A member 4,Cytochrome P450 3A4,ENSG00000160868,P08684,0.142677,0.168596,1,By_ingredient,0.3989
SMTT00884,CYP3A43,None,cytochrome P450 family 3 subfamily A member 43,Cytochrome P450 3A43,ENSG00000021461,Q9HB55,0.00494974,0.0188592,1,By_ingredient,0
SMTT00910,DCLRE1C,10,DNA Cross-link Repair 1C,None,ENSG00000152457,None,0.00786948,0.0435328,1,By_ingredient,0.2237
SMTT00940,DHCR7,11,7-dehydrocholesterol Reductase,7-dehydrocholesterol Reductase,ENSG00000172893,Q9UBM7,0.00494974,0.0188592,1,By_ingredient,0.2533
SMTT00951,DIP2B,12,Disco Interacting Protein 2 Homolog B,None,ENSG00000066084,None,0.0156773,0.0561623,1,By_ingredient,0.2233
SMTT00988,DNAJC19,3,DnaJ Heat Shock Protein Family (Hsp40) Member C19,None,ENSG00000205981,None,0.0311101,0.0728685,1,By_ingredient,0.2107
SMTT00995,DNM1L,12,Dynamin 1 Like,None,ENSG00000087470,None,0.00526955,0.0371257,1,By_ingredient,0.4306
SMTT01000,DNPEP,None,aspartyl aminopeptidase,Aspartyl Aminopeptidase,ENSG00000123992,Q9ULA0,0.00494974,0.0188592,1,By_ingredient,0.2135
SMTT01009,DPM1,20,"Dolichyl-phosphate Mannosyltransferase Subunit 1, Catalytic",None,ENSG00000000419,None,0.0156773,0.0561623,1,By_ingredient,0.1967
SMTT01015,DPYS,8,Dihydropyrimidinase,None,ENSG00000147647,None,0.0311101,0.0728685,1,By_ingredient,0.2164
SMTT01033,DUOX2,15,Dual Oxidase 2,None,ENSG00000140279,None,0.0484202,0.0707557,1,By_ingredient,0.1848
SMTT01049,ECEL1,2,Endothelin Converting Enzyme Like 1,None,ENSG00000171551,None,0.00786948,0.0435328,1,By_ingredient,0.2125
SMTT01057,EDN1,6,Endothelin 1,Endothelin-1,ENSG00000078401,P05305,0.057822,0.0808248,1,By_ingredient,0.3857
SMTT01084,EIF6,None,eukaryotic translation initiation factor 6,Eukaryotic Translation Initiation Factor 6,ENSG00000242372,P56537,0.0309317,0.0727625,1,By_ingredient,0.3749
SMTT01102,ENO3,17,Enolase 3,Beta-enolase,ENSG00000108515,P13929,0.0387359,0.0801123,1,By_ingredient,0.2082
SMTT01103,ENOX2,None,ecto-NOX disulfide-thiol exchanger 2,Ecto-NOX Disulfide-thiol Exchanger 2,ENSG00000165675,Q16206,0.046302,0.0876643,1,By_ingredient,0.2001
SMTT01104,ENPEP,None,glutamyl aminopeptidase,Glutamyl Aminopeptidase,ENSG00000138792,Q07075,0.00987523,0.0265479,1,By_ingredient,0.196
SMTT01108,EP300,22,E1A Binding Protein P300,None,ENSG00000100393,None,0.0147766,0.0330747,1,By_ingredient,0.2055
SMTT01118,EPHX1,1,Epoxide Hydrolase 1,None,ENSG00000143819,None,0.00987523,0.0265479,1,By_ingredient,0.1939
SMTT01119,EPM2A,6,"EPM2A, Laforin Glucan Phosphatase",None,ENSG00000112425,None,0.0387359,0.0801123,1,By_ingredient,0.2084
SMTT01124,ERBB2,17,Erb-b2 Receptor Tyrosine Kinase 2,Receptor Tyrosine-protein Kinase ErbB-2,ENSG00000141736,P04626,0.0151794,0.0501549,1,By_ingredient,0.4124
SMTT01142,ESR2,None,estrogen receptor 2,Estrogen Receptor Beta,ENSG00000140009,Q92731,0.833511,0.852027,1,By_ingredient,1.4351
SMTT01196,FANCL,2,Fanconi Anemia Complementation Group L,None,ENSG00000115392,None,0.0311101,0.0728685,1,By_ingredient,0.2256
SMTT01201,FASLG,1,Fas Ligand,None,ENSG00000117560,None,0.0389255,0.0606537,1,By_ingredient,0.1994
SMTT01202,FASN,None,fatty acid synthase,Fatty Acid Synthase,ENSG00000169710,P49327,0.0469785,0.0883107,1,By_ingredient,0.3778
