Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.76873","0.791606","1.0","By_ingredient","0.5574"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","6.97506e-14","3.92424e-11","2.88432e-08","By_ingredient","16.5846"
"SMTT00057","ACSF3","16","Acyl-CoA Synthetase Family Member 3","None","ENSG00000176715","None","0.0375682","0.0792488","1.0","By_ingredient","0.2022"
"SMTT00058","ACSL1","None","acyl-CoA synthetase long chain family member 1","Long-chain-fatty-acid--CoA Ligase 1","ENSG00000151726","P33121","0.0152574","0.0336415","1.0","By_ingredient","0.3805"
"SMTT00059","ACSL4","X","Acyl-CoA Synthetase Long Chain Family Member 4","Long-chain-fatty-acid--CoA Ligase 4","ENSG00000068366","O60488","0.0152574","0.0336415","1.0","By_ingredient","0.1959"
"SMTT00095","ADGRG2","X","Adhesion G Protein-coupled Receptor G2","None","ENSG00000173698","None","0.0375682","0.0792488","1.0","By_ingredient","0.2309"
"SMTT00096","ADGRG6","6","Adhesion G Protein-coupled Receptor G6","None","ENSG00000112414","None","0.0375682","0.0792488","1.0","By_ingredient","0.2236"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","0.00304605","0.0149185","1.0","By_ingredient","2.9372"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.0705013","0.0941978","1.0","By_ingredient","2.1661"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.326078","0.356743","1.0","By_ingredient","1.4641"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","0.0290128","0.049788","1.0","By_ingredient","4.8676"
"SMTT00139","AKR1B1","None","aldo-keto reductase family 1 member B","Aldose Reductase","ENSG00000085662","P15121","0.0381952","0.0599082","1.0","By_ingredient","0.7551"
"SMTT00140","AKR1C1","None","aldo-keto reductase family 1 member C1","Aldo-keto Reductase Family 1 Member C1","ENSG00000187134","Q04828","0.0450798","0.0673021","1.0","By_ingredient","0.3721"
"SMTT00144","AKT1","14","AKT Serine/threonine Kinase 1","RAC-alpha Serine/threonine-protein Kinase","ENSG00000142208","P31749","0.442787","0.474956","1.0","By_ingredient","0.9535"
"SMTT00147","ALAD","9","Aminolevulinate Dehydratase","Delta-aminolevulinic Acid Dehydratase","ENSG00000148218","P13716","0.115756","0.141264","1.0","By_ingredient","0.1813"
"SMTT00152","ALDH1A3","15","Aldehyde Dehydrogenase 1 Family Member A3","Aldehyde Dehydrogenase Family 1 Member A3","ENSG00000184254","P47895","0.0208871","0.062593","1.0","By_ingredient","0.3521"
"SMTT00154","ALDH3A1","None","aldehyde dehydrogenase 3 family member A1","Aldehyde Dehydrogenase, Dimeric NADP-preferring","ENSG00000108602","P30838","0.0361331","0.0776739","1.0","By_ingredient","0.3597"
"SMTT00175","ALOX5","None","arachidonate 5-lipoxygenase","Arachidonate 5-lipoxygenase","ENSG00000012779","P09917","0.369723","0.401056","1.0","By_ingredient","0.204"
"SMTT00187","AMH","19","Anti-Mullerian Hormone","None","ENSG00000104899","None","0.0375682","0.0792488","1.0","By_ingredient","0.1905"
"SMTT00194","AMY2A","None","amylase, alpha 2A (pancreatic)","Pancreatic Alpha-amylase","ENSG00000243480","P04746","0.0402621","0.0620281","1.0","By_ingredient","0.7879"
"SMTT00214","ANTXR2","4","Anthrax Toxin Receptor 2","Anthrax Toxin Receptor 2","ENSG00000163297","P58335","0.0375682","0.0792488","1.0","By_ingredient","0.1743"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","0.997834","0.998874","1.0","By_ingredient","9.5634"
"SMTT00302","ATP6V1B1","2","ATPase H+ Transporting V1 Subunit B1","None","ENSG00000116039","None","0.0375682","0.0792488","1.0","By_ingredient","0.2194"
"SMTT00303","ATP6V1B2","8","ATPase H+ Transporting V1 Subunit B2","V-type Proton ATPase Subunit B, Brain Isoform","ENSG00000147416","P21281","0.0375682","0.0792488","1.0","By_ingredient","0.1693"
"SMTT00329","B2M","15","Beta-2-microglobulin","Beta-2-microglobulin","ENSG00000166710","P61769","0.0152574","0.0336415","1.0","By_ingredient","0.3732"
"SMTT00356","BCHE","None","butyrylcholinesterase","Cholinesterase","ENSG00000114200","P06276","0.349478","0.380628","1.0","By_ingredient","1.7802"
