Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.00452648","0.0181758","1.0","By_ingredient","0.8775"
"SMTT00011","ABCA1","9","ATP Binding Cassette Subfamily A Member 1","ATP-binding Cassette Sub-family A Member 1","ENSG00000165029","O95477","0.00496816","0.036011","1.0","By_ingredient","0.4663"
"SMTT00012","ABCA12","2","ATP Binding Cassette Subfamily A Member 12","None","ENSG00000144452","None","0.0343789","0.0759165","1.0","By_ingredient","0.1805"
"SMTT00015","ABCA5","17","ATP Binding Cassette Subfamily A Member 5","None","ENSG00000154265","None","0.0230522","0.0649931","1.0","By_ingredient","0.1707"
"SMTT00016","ABCB1","None","ATP binding cassette subfamily B member 1","Multidrug Resistance Protein 1","ENSG00000085563","P08183","0.19472","0.222171","1.0","By_ingredient","0.4898"
"SMTT00018","ABCB4","7","ATP Binding Cassette Subfamily B Member 4","None","ENSG00000005471","None","0.02218","0.0641294","1.0","By_ingredient","0.3469"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.0415405","0.0783089","1.0","By_ingredient","0.3322"
"SMTT00029","ABCD3","1","ATP Binding Cassette Subfamily D Member 3","None","ENSG00000117528","None","0.0230522","0.0649931","1.0","By_ingredient","0.174"
"SMTT00032","ABCG2","None","ATP binding cassette subfamily G member 2 (Junior blood group)","ATP-binding Cassette Sub-family G Member 2","ENSG00000118777","Q9UNQ0","0.0660817","0.0894653","1.0","By_ingredient","0.3062"
"SMTT00033","ABCG5","2","ATP Binding Cassette Subfamily G Member 5","None","ENSG00000138075","None","0.00194848","0.0233139","1.0","By_ingredient","0.3621"
"SMTT00034","ABCG8","2","ATP Binding Cassette Subfamily G Member 8","None","ENSG00000143921","None","0.00130901","0.0184285","1.0","By_ingredient","0.368"
"SMTT00037","ABL1","9","ABL Proto-oncogene 1, Non-receptor Tyrosine Kinase","Tyrosine-protein Kinase ABL1","ENSG00000097007","P00519","0.0499634","0.0907936","1.0","By_ingredient","0.3309"
"SMTT00038","ACACA","17","Acetyl-CoA Carboxylase Alpha","Acetyl-CoA Carboxylase 1","ENSG00000278540","Q13085","0.055378","0.0783089","1.0","By_ingredient","0.1622"
"SMTT00041","ACADM","1","Acyl-CoA Dehydrogenase Medium Chain","Medium-chain Specific Acyl-CoA Dehydrogenase, Mitochondrial","ENSG00000117054","P11310","0.0127319","0.0422513","1.0","By_ingredient","0.4025"
"SMTT00043","ACADSB","10","Acyl-CoA Dehydrogenase Short/branched Chain","Short/branched Chain Specific Acyl-CoA Dehydrogenase, Mitochondrial","ENSG00000196177","P45954","0.002707","0.0278692","1.0","By_ingredient","0.341"
"SMTT00044","ACADVL","17","Acyl-CoA Dehydrogenase Very Long Chain","None","ENSG00000072778","None","0.0455748","0.0870507","1.0","By_ingredient","0.1638"
"SMTT00046","ACAT1","11","Acetyl-CoA Acetyltransferase 1","Acetyl-CoA Acetyltransferase, Mitochondrial","ENSG00000075239","P24752","0.0230522","0.0649931","1.0","By_ingredient","0.1543"
"SMTT00047","ACAT2","6","Acetyl-CoA Acetyltransferase 2","Acetyl-CoA Acetyltransferase, Cytosolic","ENSG00000120437","Q9BWD1","0.0455748","0.0870507","1.0","By_ingredient","0.2159"
"SMTT00049","ACE","17","Angiotensin I Converting Enzyme","Angiotensin-converting Enzyme","ENSG00000159640","P12821","0.0445522","0.066817","1.0","By_ingredient","0.1861"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","1.4013e-45","1.73915e-41","4.86978e-40","By_ingredient","19.8035"
"SMTT00056","ACPP","None","acid phosphatase, prostate","Prostatic Acid Phosphatase","ENSG00000014257","P15309","0.0766646","0.100671","1.0","By_ingredient","0.1746"
