Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00005","AAGAB","15","Alpha And Gamma Adaptin Binding Protein","None","ENSG00000103591","None","0.0127167","0.0303233","1.0","By_ingredient","0.1925"
"SMTT00010","ABAT","16","4-aminobutyrate Aminotransferase","4-aminobutyrate Aminotransferase, Mitochondrial","ENSG00000183044","P80404","0.456306","0.48852","1.0","By_ingredient","0.1583"
"SMTT00023","ABCC2","10","ATP Binding Cassette Subfamily C Member 2","Canalicular Multispecific Organic Anion Transporter 1","ENSG00000023839","Q92887","0.0314915","0.0524247","1.0","By_ingredient","0.1683"
"SMTT00032","ABCG2","None","ATP binding cassette subfamily G member 2 (Junior blood group)","ATP-binding Cassette Sub-family G Member 2","ENSG00000118777","Q9UNQ0","0.0217868","0.0593794","1.0","By_ingredient","0.331"
"SMTT00038","ACACA","17","Acetyl-CoA Carboxylase Alpha","Acetyl-CoA Carboxylase 1","ENSG00000278540","Q13085","0.000398578","0.00379768","1.0","By_ingredient","0.3528"
"SMTT00051","ACHE","None","acetylcholinesterase (Cartwright blood group)","Acetylcholinesterase","ENSG00000087085","P22303","4.54564e-25","1.02158e-21","1.87971e-19","By_ingredient","11.8567"
"SMTT00056","ACPP","None","acid phosphatase, prostate","Prostatic Acid Phosphatase","ENSG00000014257","P15309","0.0438109","0.0659525","1.0","By_ingredient","0.1853"
"SMTT00102","ADRA1A","None","adrenoceptor alpha 1A","Alpha-1A Adrenergic Receptor","ENSG00000120907","P35348","0.00198147","0.0116298","1.0","By_ingredient","2.1147"
"SMTT00103","ADRA2A","None","adrenoceptor alpha 2A","Alpha-2A Adrenergic Receptor","ENSG00000150594","P08913","0.001973","0.0233139","1.0","By_ingredient","1.4508"
"SMTT00105","ADRB1","None","adrenoceptor beta 1","Beta-1 Adrenergic Receptor","ENSG00000043591","P08588","0.414198","0.446066","1.0","By_ingredient","0.8329"
"SMTT00106","ADRB2","None","adrenoceptor beta 2","Beta-2 Adrenergic Receptor","ENSG00000169252","P07550","1.30418e-06","0.000113705","0.539305","By_ingredient","4.0503"
